ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
199,40-64,female,majority,10-19y,none,working class,0.59,1.0,before 2015,1.0,1.0,10238,8309.0,sedan,1,0,0,0.0,0.0
200,26-39,female,majority,10-19y,university,middle class,0.53,0.0,before 2015,1.0,1.0,10238,10979.0,sedan,0,0,0,0.0,0.0
201,26-39,female,majority,10-19y,high school,poverty,0.41,0.0,after 2015,1.0,0.0,10238,3711.0,sedan,0,0,1,0.0,0.0
202,16-25,male,majority,0-9y,none,poverty,0.75,1.0,after 2015,1.0,1.0,10238,6892.0,sports car,1,0,0,0.0,0.0
203,26-39,male,majority,10-19y,none,poverty,0.38,1.0,before 2015,1.0,0.0,10238,4636.0,sedan,1,0,0,0.0,0.0
204,26-39,male,majority,0-9y,university,upper class,0.56,1.0,after 2015,1.0,0.0,10238,5137.0,sedan,1,0,0,1.0,5602.99
205,65+,male,majority,30y+,university,poverty,0.47,1.0,before 2015,1.0,0.0,10238,5037.0,sedan,0,0,1,0.0,0.0
206,16-25,female,majority,0-9y,high school,middle class,0.68,0.0,after 2015,1.0,1.0,10238,6626.0,sedan,0,0,0,0.0,0.0
207,40-64,female,majority,20-29y,university,poverty,0.41,1.0,before 2015,1.0,1.0,10238,3482.0,sedan,2,1,0,0.0,0.0
208,65+,male,majority,30y+,university,middle class,0.31,0.0,before 2015,0.0,1.0,10238,4653.0,sedan,0,0,2,0.0,0.0
209,65+,female,majority,20-29y,high school,poverty,0.54,1.0,before 2015,1.0,1.0,10238,3760.0,sedan,1,1,1,0.0,0.0
210,16-25,male,majority,0-9y,none,upper class,0.34,1.0,before 2015,1.0,1.0,10238,5158.0,sedan,2,0,0,0.0,0.0
211,40-64,female,majority,20-29y,high school,middle class,0.61,0.0,after 2015,0.0,1.0,10238,7567.0,sedan,2,1,0,0.0,0.0
212,16-25,male,majority,0-9y,high school,working class,0.65,1.0,before 2015,1.0,0.0,10238,6590.0,sedan,0,0,0,1.0,974.74
213,26-39,female,majority,10-19y,none,poverty,0.42,0.0,after 2015,0.0,0.0,10238,6206.0,sports car,0,0,1,0.0,0.0
214,65+,male,majority,30y+,high school,upper class,0.3,1.0,after 2015,1.0,1.0,10238,1000.0,sedan,0,0,0,0.0,0.0
215,26-39,female,majority,10-19y,university,middle class,0.69,1.0,after 2015,1.0,1.0,10238,4783.0,sedan,1,0,0,0.0,0.0
216,16-25,female,majority,0-9y,none,middle class,0.51,1.0,after 2015,1.0,0.0,10238,9669.0,sedan,0,1,2,1.0,9836.73
217,40-64,female,majority,10-19y,university,middle class,0.78,0.0,before 2015,0.0,1.0,10238,11788.0,sedan,0,1,1,0.0,0.0
218,26-39,male,majority,10-19y,university,poverty,0.33,0.0,before 2015,1.0,1.0,10238,5756.0,sedan,0,0,1,0.0,0.0
219,26-39,male,majority,10-19y,none,working class,0.72,1.0,before 2015,1.0,1.0,10238,5174.0,sedan,0,0,0,0.0,0.0
220,26-39,female,majority,0-9y,university,working class,0.7,1.0,before 2015,0.0,1.0,10238,7659.0,sports car,0,0,0,0.0,0.0
221,40-64,male,majority,10-19y,university,upper class,0.79,1.0,before 2015,1.0,1.0,10238,3021.0,sedan,1,0,0,0.0,0.0
222,65+,female,majority,20-29y,none,upper class,0.78,0.0,before 2015,1.0,1.0,10238,8543.0,sedan,0,1,2,0.0,0.0
223,40-64,female,majority,20-29y,none,middle class,0.61,0.0,after 2015,1.0,1.0,10238,8769.0,sedan,0,0,0,0.0,0.0
224,26-39,male,majority,10-19y,high school,poverty,0.55,1.0,before 2015,1.0,1.0,10238,9018.0,sports car,0,0,0,0.0,0.0
225,26-39,female,majority,10-19y,none,upper class,0.57,0.0,before 2015,1.0,0.0,10238,8775.0,sedan,1,0,0,0.0,0.0
226,26-39,male,majority,10-19y,university,upper class,0.67,0.0,after 2015,1.0,1.0,10238,6690.0,sedan,4,1,0,0.0,0.0
227,26-39,female,majority,10-19y,none,working class,0.43,0.0,before 2015,0.0,0.0,10238,2070.0,sports car,1,1,1,0.0,0.0
228,65+,female,majority,30y+,high school,working class,0.62,0.0,after 2015,0.0,1.0,10238,7990.0,sedan,1,0,1,0.0,0.0
229,26-39,male,majority,10-19y,high school,working class,0.56,1.0,after 2015,1.0,1.0,10238,8859.0,sports car,0,0,0,0.0,0.0
230,40-64,female,majority,20-29y,high school,poverty,0.44,1.0,after 2015,0.0,1.0,10238,5712.0,sedan,3,0,0,0.0,0.0
231,40-64,male,majority,10-19y,none,middle class,0.44,0.0,before 2015,1.0,1.0,10238,8765.0,sedan,1,0,1,1.0,1309.72
232,26-39,male,majority,10-19y,high school,working class,0.46,0.0,after 2015,1.0,0.0,10238,10950.0,sedan,2,0,1,0.0,0.0
233,65+,female,majority,30y+,none,poverty,0.37,0.0,after 2015,0.0,0.0,10238,6538.0,sedan,0,0,0,0.0,0.0
234,65+,male,majority,30y+,university,poverty,0.65,0.0,after 2015,1.0,0.0,10238,4381.0,sedan,0,0,0,0.0,0.0
235,26-39,male,majority,10-19y,none,working class,0.33,0.0,after 2015,1.0,0.0,10238,1089.0,sedan,1,0,1,0.0,0.0
236,65+,female,majority,30y+,none,upper class,0.57,0.0,after 2015,0.0,1.0,10238,9677.0,sedan,0,0,1,0.0,0.0
237,26-39,male,majority,10-19y,university,working class,0.4,1.0,before 2015,1.0,1.0,10238,11260.0,sedan,0,0,0,0.0,0.0
238,40-64,female,majority,10-19y,high school,middle class,0.75,0.0,before 2015,0.0,0.0,10238,5395.0,sedan,0,0,0,0.0,0.0
239,40-64,male,majority,20-29y,university,poverty,0.65,0.0,before 2015,1.0,0.0,10238,1664.0,sedan,1,0,0,0.0,0.0
240,16-25,female,majority,0-9y,university,working class,0.68,0.0,before 2015,1.0,0.0,10238,7958.0,sedan,1,0,0,0.0,0.0
241,40-64,female,majority,20-29y,high school,poverty,0.3,0.0,after 2015,0.0,0.0,10238,1822.0,sedan,0,0,3,0.0,0.0
242,26-39,male,majority,0-9y,university,middle class,0.68,1.0,after 2015,1.0,0.0,10238,4967.0,sedan,0,0,0,0.0,0.0
243,40-64,female,majority,10-19y,none,poverty,0.78,1.0,before 2015,0.0,0.0,10238,10155.0,sedan,0,0,2,0.0,0.0
244,40-64,male,majority,20-29y,high school,middle class,0.67,0.0,after 2015,0.0,0.0,10238,4005.0,sedan,0,0,0,0.0,0.0
245,26-39,female,majority,10-19y,university,poverty,0.6,0.0,after 2015,0.0,0.0,10238,10174.0,sports car,0,0,1,0.0,0.0
246,26-39,male,majority,10-19y,high school,working class,0.41,0.0,after 2015,1.0,0.0,10238,9812.0,sedan,0,0,0,0.0,0.0
247,40-64,male,majority,20-29y,high school,upper class,0.31,0.0,after 2015,1.0,1.0,10238,12457.0,sedan,0,0,0,0.0,0.0
248,65+,female,majority,30y+,high school,upper class,0.64,1.0,before 2015,0.0,0.0,10238,7119.0,sedan,0,0,3,0.0,0.0
249,26-39,female,majority,0-9y,university,upper class,0.38,0.0,after 2015,0.0,0.0,10238,3992.0,sedan,1,0,1,0.0,0.0
250,26-39,male,majority,10-19y,high school,middle class,0.36,0.0,after 2015,0.0,0.0,10238,3694.0,sedan,1,0,2,0.0,0.0
251,65+,female,majority,30y+,high school,working class,0.31,0.0,after 2015,1.0,0.0,10238,3015.0,sedan,1,0,0,0.0,0.0
252,26-39,male,majority,10-19y,university,upper class,0.58,1.0,after 2015,1.0,1.0,10238,7232.0,sedan,1,0,0,0.0,0.0
253,65+,female,majority,30y+,university,working class,0.62,1.0,before 2015,1.0,1.0,10238,12020.0,sedan,1,0,1,1.0,11389.66
254,26-39,female,majority,0-9y,university,working class,0.53,0.0,after 2015,0.0,0.0,10238,13465.0,sedan,1,0,0,0.0,0.0
255,40-64,male,majority,20-29y,none,poverty,0.49,1.0,after 2015,1.0,1.0,10238,4067.0,sedan,0,0,0,1.0,5281.99
256,40-64,female,majority,10-19y,university,poverty,0.46,1.0,before 2015,0.0,1.0,10238,6813.0,sedan,0,0,0,0.0,0.0
257,40-64,male,majority,20-29y,university,poverty,0.49,0.0,before 2015,0.0,1.0,10238,4126.0,sedan,1,0,0,0.0,0.0
258,16-25,female,majority,0-9y,none,working class,0.72,0.0,after 2015,1.0,0.0,10238,8949.0,sedan,1,1,3,0.0,0.0
259,26-39,female,majority,10-19y,none,working class,0.34,0.0,before 2015,0.0,0.0,10238,5819.0,sedan,3,0,0,0.0,0.0
260,65+,male,majority,30y+,none,middle class,0.57,1.0,after 2015,1.0,0.0,10238,11409.0,sedan,0,0,0,1.0,21862.22
261,26-39,female,majority,10-19y,university,poverty,0.47,0.0,before 2015,1.0,1.0,10238,4700.0,sedan,1,0,0,0.0,0.0
262,16-25,female,majority,0-9y,university,upper class,0.69,0.0,before 2015,1.0,0.0,10238,9568.0,sports car,0,1,0,0.0,0.0
263,26-39,male,majority,10-19y,none,poverty,0.68,0.0,after 2015,1.0,0.0,10238,9873.0,sedan,1,0,0,0.0,0.0
264,65+,male,majority,30y+,none,working class,0.4,0.0,before 2015,1.0,0.0,10238,7924.0,sports car,0,0,0,0.0,0.0
265,26-39,male,majority,10-19y,university,poverty,0.38,0.0,before 2015,1.0,0.0,10238,1000.0,sedan,1,0,0,1.0,1056.78
266,16-25,male,majority,0-9y,high school,working class,0.63,0.0,after 2015,0.0,1.0,10238,9231.0,sedan,0,0,0,1.0,8713.32
267,26-39,male,majority,10-19y,university,working class,0.41,1.0,after 2015,1.0,0.0,10238,8046.0,sedan,0,0,0,0.0,0.0
268,40-64,female,majority,20-29y,none,working class,0.68,0.0,after 2015,0.0,1.0,10238,5146.0,sedan,2,1,1,0.0,0.0
269,26-39,female,majority,10-19y,none,middle class,0.6,0.0,before 2015,0.0,1.0,10238,3814.0,sedan,1,0,0,0.0,0.0
270,40-64,female,majority,20-29y,none,poverty,0.36,0.0,after 2015,1.0,0.0,10238,9746.0,sports car,0,0,1,0.0,0.0
271,26-39,female,majority,10-19y,university,poverty,0.78,1.0,after 2015,0.0,1.0,10238,10220.0,sedan,0,0,0,0.0,0.0
272,16-25,female,majority,0-9y,none,poverty,0.31,0.0,after 2015,1.0,0.0,10238,8488.0,sedan,1,1,0,1.0,5137.22
273,26-39,female,majority,10-19y,university,working class,0.64,0.0,before 2015,1.0,0.0,10238,4344.0,sedan,0,0,1,0.0,0.0
274,40-64,female,majority,20-29y,none,upper class,0.5,1.0,before 2015,1.0,1.0,10238,11371.0,sedan,1,0,0,0.0,0.0
275,26-39,male,majority,0-9y,university,upper class,0.34,1.0,before 2015,1.0,0.0,10238,11734.0,sedan,0,0,0,0.0,0.0
276,40-64,female,majority,20-29y,high school,upper class,0.61,1.0,before 2015,0.0,0.0,10238,3696.0,sedan,0,0,0,0.0,0.0
277,26-39,male,majority,10-19y,none,working class,0.69,1.0,after 2015,1.0,0.0,10238,9827.0,sports car,1,0,0,1.0,7047.7
278,40-64,male,majority,20-29y,none,working class,0.6,1.0,before 2015,0.0,1.0,10238,7479.0,sedan,1,0,1,0.0,0.0
279,65+,female,majority,20-29y,none,upper class,0.79,1.0,before 2015,0.0,0.0,10238,2406.0,sedan,0,0,2,0.0,0.0
280,65+,female,majority,30y+,none,middle class,0.47,1.0,before 2015,1.0,1.0,10238,6011.0,sports car,1,0,0,0.0,0.0
281,16-25,female,majority,0-9y,none,middle class,0.49,0.0,after 2015,0.0,1.0,10238,9195.0,sports car,0,0,0,0.0,0.0
282,26-39,male,majority,0-9y,university,working class,0.47,0.0,after 2015,1.0,0.0,10238,10644.0,sedan,0,0,1,0.0,0.0
283,40-64,female,majority,10-19y,high school,middle class,0.71,0.0,after 2015,0.0,0.0,10238,5207.0,sedan,0,0,0,0.0,0.0
284,40-64,male,majority,20-29y,university,middle class,0.78,1.0,before 2015,1.0,1.0,10238,2937.0,sedan,0,0,0,0.0,0.0
285,65+,female,majority,30y+,high school,upper class,0.71,1.0,before 2015,1.0,0.0,10238,5340.0,sports car,2,0,0,0.0,0.0
286,65+,female,majority,30y+,high school,working class,0.52,0.0,before 2015,1.0,0.0,10238,10034.0,sedan,0,0,1,0.0,0.0
287,40-64,male,majority,20-29y,high school,upper class,0.78,0.0,before 2015,0.0,0.0,10238,11024.0,sedan,0,0,2,0.0,0.0
288,65+,male,majority,20-29y,high school,middle class,0.7,1.0,after 2015,1.0,0.0,10238,8158.0,sedan,0,0,0,0.0,0.0
289,16-25,female,majority,0-9y,university,upper class,0.54,1.0,after 2015,0.0,0.0,10238,6386.0,sedan,0,1,0,0.0,0.0
290,65+,female,majority,30y+,university,middle class,0.67,0.0,after 2015,1.0,1.0,10238,7865.0,sports car,0,0,0,0.0,0.0
291,40-64,female,majority,20-29y,university,working class,0.73,1.0,before 2015,1.0,1.0,10238,7224.0,sedan,0,0,0,0.0,0.0
292,26-39,female,majority,10-19y,none,working class,0.34,1.0,after 2015,1.0,0.0,10238,5765.0,sedan,0,0,0,0.0,0.0
293,65+,female,majority,30y+,high school,middle class,0.42,1.0,before 2015,1.0,0.0,10238,5547.0,sedan,0,0,1,0.0,0.0
294,26-39,female,majority,10-19y,high school,middle class,0.61,0.0,before 2015,0.0,0.0,10238,8049.0,sedan,0,0,0,0.0,0.0
295,26-39,male,majority,0-9y,high school,middle class,0.31,1.0,after 2015,0.0,0.0,10238,3987.0,sedan,0,0,0,0.0,0.0
296,40-64,female,majority,20-29y,none,middle class,0.39,1.0,after 2015,1.0,0.0,10238,6853.0,sedan,1,0,0,0.0,0.0
297,40-64,male,majority,20-29y,none,poverty,0.7,0.0,before 2015,0.0,1.0,10238,2784.0,sedan,0,0,0,0.0,0.0
298,40-64,female,majority,20-29y,university,working class,0.74,1.0,after 2015,0.0,1.0,10238,4365.0,sports car,1,0,1,0.0,0.0
299,40-64,male,majority,20-29y,high school,upper class,0.44,0.0,after 2015,0.0,1.0,10238,9885.0,sedan,0,0,2,0.0,0.0
300,40-64,male,majority,10-19y,none,poverty,0.77,0.0,after 2015,1.0,0.0,10238,14588.0,sedan,1,0,0,1.0,5565.93
301,26-39,male,majority,0-9y,university,middle class,0.66,0.0,before 2015,0.0,0.0,10238,9103.0,sedan,1,0,1,1.0,3574.6
302,40-64,male,majority,20-29y,none,working class,0.68,0.0,after 2015,0.0,0.0,10238,5844.0,sedan,0,0,1,0.0,0.0
303,40-64,male,majority,20-29y,none,upper class,0.62,0.0,after 2015,0.0,0.0,10238,8148.0,sedan,1,0,0,0.0,0.0
304,26-39,male,majority,0-9y,none,middle class,0.7,1.0,after 2015,1.0,0.0,10238,4556.0,sedan,1,0,0,0.0,0.0
305,40-64,male,majority,20-29y,none,upper class,0.41,0.0,after 2015,1.0,0.0,10238,5361.0,sports car,0,0,0,1.0,710.19
306,26-39,female,majority,10-19y,university,poverty,0.45,1.0,before 2015,1.0,1.0,10238,3828.0,sports car,0,0,0,0.0,0.0
307,40-64,female,majority,10-19y,university,upper class,0.54,1.0,before 2015,1.0,1.0,10238,9973.0,sedan,0,0,0,0.0,0.0
308,26-39,female,majority,10-19y,high school,upper class,0.51,1.0,after 2015,0.0,0.0,10238,10115.0,sedan,0,0,0,0.0,0.0
309,26-39,male,majority,10-19y,high school,poverty,0.47,1.0,after 2015,1.0,1.0,10238,6439.0,sedan,0,0,2,0.0,0.0
310,16-25,female,majority,0-9y,high school,middle class,0.44,1.0,before 2015,0.0,1.0,10238,2108.0,sports car,2,0,0,0.0,0.0
311,26-39,female,majority,10-19y,none,working class,0.36,0.0,before 2015,1.0,1.0,10238,7679.0,sedan,2,0,1,0.0,0.0
312,26-39,female,majority,10-19y,university,middle class,0.36,1.0,before 2015,1.0,0.0,10238,7765.0,sedan,1,0,1,0.0,0.0
313,26-39,male,majority,0-9y,none,middle class,0.68,0.0,after 2015,0.0,0.0,10238,6275.0,sedan,0,0,2,0.0,0.0
314,40-64,male,majority,20-29y,high school,poverty,0.41,0.0,after 2015,0.0,1.0,10238,7505.0,sedan,3,1,0,0.0,0.0
315,16-25,female,majority,0-9y,none,middle class,0.66,0.0,before 2015,0.0,0.0,10238,2485.0,sedan,2,0,2,0.0,0.0
316,16-25,female,majority,0-9y,none,working class,0.56,0.0,after 2015,1.0,0.0,10238,7377.0,sedan,1,0,2,0.0,0.0
317,26-39,male,majority,0-9y,university,poverty,0.35,1.0,after 2015,0.0,0.0,10238,5400.0,sedan,0,0,1,0.0,0.0
318,26-39,male,majority,10-19y,university,middle class,0.41,0.0,before 2015,0.0,0.0,10238,7677.0,sedan,1,0,0,0.0,0.0
319,26-39,female,majority,0-9y,high school,poverty,0.31,0.0,after 2015,1.0,0.0,10238,9737.0,sedan,0,0,0,0.0,0.0
320,26-39,female,majority,0-9y,high school,upper class,0.44,0.0,after 2015,1.0,1.0,10238,6576.0,sedan,1,0,0,0.0,0.0
321,40-64,male,majority,10-19y,university,working class,0.58,0.0,before 2015,1.0,0.0,10238,6849.0,sedan,0,0,0,0.0,0.0
322,40-64,male,majority,20-29y,none,middle class,0.36,0.0,after 2015,1.0,1.0,10238,5082.0,sedan,1,0,1,0.0,0.0
323,65+,female,majority,30y+,university,middle class,0.55,0.0,after 2015,0.0,0.0,10238,6568.0,sedan,2,0,0,0.0,0.0
324,40-64,female,majority,20-29y,high school,upper class,0.59,0.0,before 2015,0.0,0.0,10238,7608.0,sedan,2,0,0,0.0,0.0
325,26-39,male,majority,0-9y,university,working class,0.52,0.0,after 2015,1.0,0.0,10238,4854.0,sedan,0,0,1,0.0,0.0
326,40-64,female,majority,10-19y,high school,middle class,0.33,1.0,after 2015,1.0,1.0,10238,3914.0,sedan,0,0,2,0.0,0.0
327,26-39,female,majority,0-9y,university,poverty,0.54,0.0,after 2015,1.0,1.0,10238,6525.0,sedan,1,0,1,0.0,0.0
328,40-64,female,majority,20-29y,university,middle class,0.5,0.0,after 2015,0.0,0.0,10238,6922.0,sedan,0,0,0,0.0,0.0
329,26-39,female,majority,0-9y,none,working class,0.61,1.0,after 2015,1.0,1.0,10238,3604.0,sedan,0,0,0,1.0,1263.77
330,26-39,female,majority,10-19y,university,upper class,0.37,0.0,after 2015,1.0,0.0,10238,9413.0,sports car,0,0,0,1.0,7450.85
331,65+,male,majority,20-29y,high school,poverty,0.45,1.0,after 2015,1.0,0.0,10238,3536.0,sedan,0,0,0,0.0,0.0
332,65+,female,majority,30y+,none,middle class,0.36,0.0,before 2015,1.0,1.0,10238,1744.0,sports car,2,0,0,0.0,0.0
333,16-25,male,majority,0-9y,none,upper class,0.6,1.0,before 2015,1.0,0.0,10238,11204.0,sedan,0,2,1,0.0,0.0
334,65+,male,majority,30y+,university,upper class,0.41,1.0,after 2015,1.0,1.0,10238,3574.0,sedan,1,0,0,0.0,0.0
335,26-39,female,majority,10-19y,high school,middle class,0.53,1.0,after 2015,1.0,1.0,10238,4143.0,sedan,0,0,2,0.0,0.0
336,26-39,female,majority,10-19y,none,upper class,0.73,1.0,after 2015,1.0,1.0,10238,4969.0,sports car,0,0,0,0.0,0.0
337,26-39,female,majority,0-9y,none,working class,0.45,1.0,before 2015,1.0,0.0,10238,4575.0,sedan,1,0,0,0.0,0.0
338,26-39,female,majority,10-19y,high school,poverty,0.6,1.0,after 2015,0.0,1.0,10238,9129.0,sedan,1,0,1,0.0,0.0
339,26-39,female,majority,10-19y,none,working class,0.77,1.0,after 2015,0.0,1.0,10238,11866.0,sports car,0,0,1,0.0,0.0
340,65+,male,majority,30y+,none,upper class,0.41,1.0,before 2015,1.0,0.0,10238,12853.0,sedan,1,0,0,0.0,0.0
341,40-64,female,majority,10-19y,university,working class,0.38,1.0,after 2015,1.0,0.0,10238,10637.0,sedan,1,0,0,0.0,0.0
342,16-25,male,majority,0-9y,university,upper class,0.34,0.0,after 2015,1.0,0.0,10238,12204.0,sedan,0,0,0,1.0,657.24
343,26-39,female,majority,0-9y,university,upper class,0.53,0.0,before 2015,0.0,0.0,10238,6965.0,sedan,0,0,0,1.0,9606.53
344,40-64,female,majority,10-19y,none,upper class,0.45,1.0,before 2015,1.0,0.0,10238,7402.0,sedan,2,0,0,0.0,0.0
345,65+,male,majority,30y+,none,upper class,0.65,1.0,after 2015,0.0,1.0,10238,4546.0,sedan,0,0,0,0.0,0.0
346,40-64,female,majority,20-29y,university,upper class,0.53,0.0,after 2015,0.0,1.0,10238,2102.0,sedan,0,0,1,0.0,0.0
347,26-39,male,majority,10-19y,high school,working class,0.76,1.0,before 2015,1.0,0.0,10238,6111.0,sedan,0,0,0,0.0,0.0
348,16-25,male,majority,0-9y,university,middle class,0.61,0.0,after 2015,0.0,1.0,10238,6279.0,sports car,0,1,0,0.0,0.0
349,26-39,female,majority,10-19y,university,middle class,0.77,0.0,before 2015,1.0,0.0,10238,11769.0,sedan,1,0,1,0.0,0.0
350,40-64,female,majority,10-19y,high school,working class,0.57,0.0,after 2015,1.0,1.0,10238,8722.0,sedan,0,0,0,0.0,0.0
351,26-39,female,majority,10-19y,none,working class,0.75,0.0,after 2015,0.0,0.0,10238,9312.0,sedan,0,0,0,0.0,0.0
352,26-39,male,majority,10-19y,none,poverty,0.34,0.0,after 2015,1.0,0.0,10238,1720.0,sedan,0,0,1,0.0,0.0
353,40-64,female,majority,20-29y,none,poverty,0.45,1.0,after 2015,0.0,0.0,10238,5051.0,sedan,0,0,1,0.0,0.0
354,26-39,female,majority,0-9y,university,working class,0.58,1.0,after 2015,0.0,0.0,10238,8231.0,sedan,0,0,0,0.0,0.0
355,26-39,male,majority,0-9y,none,working class,0.36,1.0,after 2015,0.0,1.0,10238,9642.0,sedan,0,0,0,0.0,0.0
356,40-64,male,majority,20-29y,university,poverty,0.65,1.0,after 2015,1.0,1.0,10238,12080.0,sedan,0,0,2,0.0,0.0
357,65+,male,majority,30y+,high school,middle class,0.55,0.0,after 2015,0.0,1.0,10238,4050.0,sports car,2,0,1,0.0,0.0
358,65+,male,majority,20-29y,university,working class,0.34,0.0,before 2015,1.0,1.0,10238,2143.0,sedan,0,0,0,0.0,0.0
359,26-39,female,majority,10-19y,high school,middle class,0.52,1.0,before 2015,1.0,1.0,10238,5177.0,sedan,0,0,0,1.0,2759.43
360,65+,female,majority,30y+,university,middle class,0.43,0.0,before 2015,1.0,0.0,10238,6666.0,sedan,2,0,1,0.0,0.0
361,26-39,male,majority,10-19y,university,middle class,0.78,1.0,after 2015,0.0,1.0,10238,7363.0,sedan,0,0,0,1.0,1777.24
362,65+,female,majority,30y+,university,poverty,0.59,1.0,before 2015,1.0,0.0,10238,5355.0,sedan,1,0,0,0.0,0.0
363,65+,male,majority,20-29y,none,working class,0.8,0.0,after 2015,1.0,1.0,10238,13311.0,sedan,0,0,0,0.0,0.0
364,26-39,female,majority,10-19y,none,middle class,0.43,0.0,after 2015,0.0,0.0,10238,8789.0,sedan,1,0,0,0.0,0.0
365,16-25,female,majority,0-9y,university,poverty,0.68,1.0,after 2015,1.0,1.0,10238,6523.0,sedan,0,0,0,1.0,3234.17
366,65+,female,majority,30y+,none,poverty,0.63,1.0,after 2015,1.0,0.0,10238,6923.0,sports car,0,0,0,0.0,0.0
367,26-39,female,majority,0-9y,none,middle class,0.39,0.0,before 2015,0.0,0.0,10238,3939.0,sedan,0,0,1,0.0,0.0
368,26-39,male,majority,10-19y,university,poverty,0.62,0.0,after 2015,0.0,1.0,10238,5186.0,sedan,1,0,0,0.0,0.0
369,26-39,female,majority,10-19y,high school,working class,0.35,1.0,after 2015,1.0,0.0,10238,9477.0,sedan,0,0,0,0.0,0.0
370,65+,male,majority,30y+,university,upper class,0.47,0.0,before 2015,0.0,0.0,10238,1737.0,sedan,0,1,0,0.0,0.0
371,40-64,male,majority,20-29y,high school,upper class,0.73,0.0,before 2015,1.0,0.0,10238,3714.0,sedan,0,0,0,0.0,0.0
372,26-39,male,majority,10-19y,none,poverty,0.65,0.0,before 2015,1.0,0.0,10238,7182.0,sedan,1,0,0,0.0,0.0
373,26-39,male,majority,10-19y,high school,working class,0.77,0.0,before 2015,1.0,1.0,10238,2779.0,sedan,1,0,0,0.0,0.0
374,40-64,male,majority,10-19y,none,poverty,0.58,0.0,after 2015,1.0,0.0,10238,9251.0,sedan,0,0,1,0.0,0.0
375,40-64,female,majority,20-29y,university,poverty,0.46,1.0,after 2015,1.0,1.0,10238,3096.0,sedan,0,0,0,0.0,0.0
376,40-64,female,majority,10-19y,high school,working class,0.79,0.0,after 2015,1.0,1.0,10238,8680.0,sedan,0,0,0,0.0,0.0
377,26-39,female,majority,10-19y,none,upper class,0.56,0.0,before 2015,0.0,1.0,10238,4568.0,sedan,1,0,2,0.0,0.0
378,40-64,male,majority,10-19y,university,poverty,0.63,0.0,after 2015,0.0,1.0,10238,6170.0,sports car,0,0,0,0.0,0.0
379,40-64,female,majority,20-29y,university,middle class,0.51,1.0,after 2015,0.0,0.0,10238,8352.0,sedan,1,0,1,0.0,0.0
380,65+,female,majority,20-29y,high school,middle class,0.48,1.0,before 2015,1.0,0.0,10238,6775.0,sedan,0,0,1,0.0,0.0
381,26-39,male,majority,10-19y,none,upper class,0.61,0.0,before 2015,1.0,0.0,10238,8456.0,sports car,1,0,1,0.0,0.0
382,40-64,female,majority,20-29y,university,working class,0.4,0.0,before 2015,0.0,0.0,10238,4566.0,sedan,2,1,1,0.0,0.0
383,16-25,female,majority,0-9y,high school,middle class,0.76,0.0,after 2015,1.0,1.0,10238,3657.0,sedan,2,1,1,0.0,0.0
384,65+,female,majority,30y+,high school,upper class,0.65,0.0,before 2015,0.0,1.0,10238,4719.0,sedan,0,0,1,0.0,0.0
385,16-25,male,majority,0-9y,high school,middle class,0.79,1.0,before 2015,0.0,0.0,10238,7533.0,sedan,0,0,2,1.0,5876.37
386,26-39,female,majority,10-19y,none,middle class,0.42,0.0,before 2015,1.0,1.0,10238,10687.0,sedan,0,0,0,0.0,0.0
387,26-39,male,majority,10-19y,university,working class,0.58,0.0,before 2015,0.0,1.0,10238,2843.0,sedan,1,0,0,0.0,0.0
388,40-64,male,majority,10-19y,high school,poverty,0.35,0.0,after 2015,1.0,1.0,10238,9379.0,sedan,0,0,0,0.0,0.0
389,26-39,female,majority,10-19y,high school,poverty,0.76,1.0,before 2015,0.0,0.0,10238,7644.0,sedan,3,0,0,0.0,0.0
390,16-25,female,majority,0-9y,high school,working class,0.36,1.0,before 2015,0.0,0.0,10238,5314.0,sedan,0,1,0,0.0,0.0
391,26-39,male,majority,10-19y,high school,working class,0.55,1.0,before 2015,0.0,1.0,10238,9086.0,sedan,2,0,1,0.0,0.0
392,26-39,male,majority,10-19y,high school,poverty,0.55,0.0,after 2015,1.0,1.0,10238,15652.0,sedan,0,0,1,0.0,0.0
