ID,AGE,GENDER,REGION,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SAFETY_RATING,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
176,40-64,female,Yorkshire,20-29y,none,working_class,0.67,0.0,2016-2020,0.0,1.0,32765,10242.0,family_sedan,standard,0,0,0,0.0,0.0
177,40-64,female,Yorkshire,20-29y,high_school,middle_class,0.892,1.0,before_2010,0.0,0.0,32765,7983.0,sports_car,basic,0,0,0,0.0,0.0
178,65+,female,East Midlands,30y+,university,working_class,0.306,1.0,2016-2020,0.0,0.0,78901,8901.0,family_sedan,standard,0,0,0,0.0,0.0
179,40-64,male,East Midlands,20-29y,high_school,middle_class,0.498,1.0,after_2020,1.0,1.0,78901,10151.0,suv,standard,0,0,0,0.0,0.0
180,40-64,female,East Anglia,20-29y,high_school,upper_class,0.708,1.0,after_2020,1.0,1.0,45678,8874.0,family_sedan,basic,1,0,0,1.0,300.0
181,65+,male,Scotland,30y+,high_school,middle_class,0.379,0.0,before_2010,0.0,0.0,45678,4556.0,luxury_sedan,basic,1,0,0,1.0,693.43
182,16-25,female,West Midlands,3-5y,university,middle_class,0.616,0.0,after_2020,0.0,0.0,45678,4842.0,family_sedan,standard,0,0,0,0.0,0.0
183,26-39,female,East Midlands,10-19y,university,working_class,0.431,1.0,2016-2020,1.0,0.0,54321,4501.0,suv,standard,0,0,0,1.0,2000.0
184,26-39,male,East Midlands,10-19y,high_school,poverty,0.205,1.0,after_2020,0.0,0.0,67890,4808.0,suv,advanced,1,0,0,0.0,0.0
185,40-64,female,South East,20-29y,none,middle_class,0.661,1.0,2016-2020,1.0,1.0,67890,3652.0,suv,basic,0,0,1,0.0,0.0
186,40-64,female,North East,20-29y,university,upper_class,0.883,0.0,before_2010,1.0,0.0,45678,8653.0,small_hatchback,advanced,2,0,0,0.0,0.0
187,40-64,male,Wales,10-19y,high_school,upper_class,0.813,0.0,2016-2020,0.0,0.0,54321,6772.0,family_sedan,basic,0,0,0,0.0,0.0
188,40-64,male,East Anglia,20-29y,university,working_class,0.653,1.0,2010-2015,1.0,0.0,67890,9198.0,small_hatchback,basic,0,0,0,0.0,0.0
189,40-64,female,North West,20-29y,high_school,middle_class,0.828,1.0,2016-2020,0.0,0.0,67890,3483.0,family_sedan,standard,0,0,1,0.0,0.0
190,65+,female,East Anglia,20-29y,university,middle_class,0.617,1.0,before_2010,1.0,1.0,67890,500.0,suv,standard,0,0,0,0.0,0.0
191,65+,female,East Midlands,30y+,university,working_class,0.451,1.0,2010-2015,0.0,0.0,78901,10346.0,suv,basic,0,0,0,0.0,0.0
192,40-64,female,Yorkshire,20-29y,university,working_class,0.631,0.0,before_2010,1.0,0.0,32765,5256.0,small_hatchback,standard,0,0,0,0.0,0.0
193,40-64,female,East Anglia,10-19y,high_school,middle_class,0.777,0.0,before_2010,1.0,1.0,45678,9337.0,luxury_sedan,standard,0,0,0,0.0,0.0
194,40-64,male,North East,20-29y,university,middle_class,0.582,1.0,2016-2020,1.0,1.0,10238,5725.0,suv,standard,1,0,0,0.0,0.0
195,26-39,female,West Midlands,0-9y,high_school,poverty,0.533,0.0,2010-2015,1.0,1.0,78901,500.0,small_hatchback,advanced,0,0,0,0.0,0.0
196,16-25,female,London,0-2y,university,upper_class,0.871,1.0,before_2010,0.0,0.0,67890,5303.0,family_sedan,advanced,0,0,0,0.0,0.0
197,65+,female,South West,30y+,university,middle_class,0.643,1.0,2010-2015,0.0,0.0,54321,2061.0,suv,basic,0,0,0,0.0,0.0
198,65+,male,South West,30y+,high_school,upper_class,0.835,1.0,before_2010,0.0,0.0,78901,4186.0,family_sedan,advanced,0,0,0,0.0,0.0
199,26-39,female,South West,0-9y,university,upper_class,0.933,0.0,after_2020,1.0,0.0,10238,11014.0,family_sedan,standard,2,0,0,0.0,0.0
200,40-64,female,West Midlands,20-29y,university,middle_class,0.896,0.0,2010-2015,1.0,0.0,10238,9968.0,luxury_sedan,basic,0,0,0,0.0,0.0
201,16-25,male,Yorkshire,3-5y,high_school,working_class,0.472,1.0,before_2010,0.0,0.0,10238,7060.0,sports_car,standard,1,0,0,1.0,11965.75
202,40-64,female,Scotland,20-29y,postgraduate,middle_class,0.84,1.0,before_2010,1.0,1.0,10238,8644.0,small_hatchback,basic,0,0,0,0.0,0.0
203,26-39,female,East Midlands,10-19y,postgraduate,middle_class,0.523,1.0,after_2020,1.0,1.0,78901,5849.0,suv,basic,0,0,0,0.0,0.0
204,40-64,female,West Midlands,10-19y,university,upper_class,0.744,1.0,2010-2015,1.0,1.0,45678,4266.0,small_hatchback,standard,2,0,0,0.0,0.0
205,16-25,female,South West,0-2y,university,middle_class,0.325,1.0,2010-2015,0.0,0.0,78901,3296.0,family_sedan,standard,0,0,0,0.0,0.0
206,26-39,male,East Anglia,10-19y,university,middle_class,0.72,1.0,after_2020,0.0,0.0,32765,8382.0,small_hatchback,basic,0,0,0,0.0,0.0
207,26-39,male,West Midlands,10-19y,high_school,middle_class,0.757,1.0,after_2020,1.0,1.0,10238,4960.0,suv,advanced,0,0,0,0.0,0.0
208,26-39,female,North West,0-9y,high_school,middle_class,0.732,0.0,2010-2015,0.0,0.0,10238,5363.0,family_sedan,standard,1,0,0,0.0,0.0
209,26-39,male,North East,0-9y,high_school,middle_class,0.599,1.0,2016-2020,0.0,0.0,10238,9449.0,suv,basic,1,0,0,0.0,0.0
210,16-25,male,South East,0-2y,high_school,poverty,0.137,1.0,after_2020,0.0,0.0,54321,3703.0,small_hatchback,basic,3,0,1,0.0,0.0
211,65+,female,Scotland,30y+,high_school,middle_class,0.603,1.0,2010-2015,0.0,0.0,78901,1327.0,suv,standard,0,0,0,0.0,0.0
212,26-39,female,Yorkshire,0-9y,high_school,working_class,0.379,0.0,2016-2020,1.0,1.0,54321,7972.0,sports_car,standard,0,0,0,0.0,0.0
213,26-39,male,South East,0-9y,university,working_class,0.238,1.0,2010-2015,0.0,1.0,10238,5034.0,small_hatchback,standard,0,0,0,0.0,0.0
214,26-39,female,South East,0-9y,high_school,upper_class,0.662,1.0,2010-2015,0.0,0.0,54321,6049.0,small_hatchback,standard,0,0,0,1.0,1928.43
215,40-64,female,Yorkshire,20-29y,none,middle_class,0.869,1.0,2010-2015,1.0,0.0,67890,8555.0,suv,standard,1,0,1,0.0,0.0
216,26-39,male,Scotland,10-19y,university,middle_class,0.836,1.0,2010-2015,0.0,0.0,67890,6307.0,suv,standard,0,0,0,0.0,0.0
217,40-64,male,North East,20-29y,high_school,middle_class,0.327,1.0,2010-2015,1.0,1.0,54321,5882.0,small_hatchback,standard,0,0,0,1.0,7515.01
218,40-64,male,Yorkshire,20-29y,postgraduate,middle_class,0.747,1.0,2016-2020,1.0,0.0,32765,8490.0,small_hatchback,standard,1,0,0,0.0,0.0
219,40-64,male,Scotland,10-19y,high_school,middle_class,0.716,1.0,before_2010,0.0,0.0,54321,10591.0,luxury_sedan,standard,0,0,1,0.0,0.0
220,40-64,male,East Anglia,20-29y,high_school,middle_class,0.631,0.0,2010-2015,1.0,1.0,10238,9590.0,family_sedan,basic,0,1,0,0.0,0.0
221,26-39,male,Scotland,10-19y,high_school,poverty,0.157,1.0,2010-2015,1.0,0.0,45678,10310.0,luxury_sedan,standard,0,0,0,0.0,0.0
222,26-39,female,West Midlands,10-19y,university,middle_class,0.798,1.0,after_2020,1.0,1.0,32765,8189.0,suv,advanced,0,0,1,0.0,0.0
223,26-39,male,North East,0-9y,university,middle_class,0.872,1.0,2010-2015,0.0,0.0,32765,3654.0,small_hatchback,basic,0,0,0,0.0,0.0
224,26-39,female,North West,10-19y,high_school,middle_class,0.432,1.0,2010-2015,1.0,1.0,10238,9098.0,suv,standard,0,0,0,0.0,0.0
225,65+,female,London,30y+,university,middle_class,0.917,1.0,2010-2015,1.0,1.0,54321,2753.0,family_sedan,standard,0,0,0,0.0,0.0
226,65+,male,East Anglia,30y+,university,middle_class,0.737,1.0,before_2010,0.0,0.0,78901,4266.0,family_sedan,standard,0,0,0,0.0,0.0
227,65+,male,West Midlands,30y+,university,working_class,0.539,1.0,2010-2015,0.0,0.0,78901,4637.0,small_hatchback,standard,0,0,0,0.0,0.0
228,26-39,male,South West,0-9y,university,middle_class,0.785,1.0,2016-2020,1.0,0.0,32765,6109.0,family_sedan,advanced,0,0,0,1.0,2850.63
229,65+,male,East Midlands,30y+,postgraduate,middle_class,0.471,1.0,2016-2020,0.0,0.0,45678,5889.0,small_hatchback,standard,0,0,0,0.0,0.0
230,26-39,female,Wales,10-19y,university,middle_class,0.827,1.0,2016-2020,0.0,0.0,54321,6992.0,small_hatchback,advanced,1,0,1,0.0,0.0
231,26-39,male,London,10-19y,university,working_class,0.43,1.0,before_2010,0.0,0.0,78901,5963.0,small_hatchback,standard,0,0,0,0.0,0.0
232,40-64,male,North West,10-19y,none,poverty,0.648,1.0,2016-2020,1.0,1.0,78901,3587.0,family_sedan,standard,2,0,0,0.0,0.0
233,26-39,male,South East,0-9y,university,working_class,0.524,1.0,2016-2020,1.0,0.0,45678,7194.0,small_hatchback,basic,0,0,0,0.0,0.0
234,26-39,female,North East,10-19y,postgraduate,middle_class,0.761,1.0,before_2010,0.0,0.0,67890,5473.0,small_hatchback,basic,0,0,0,0.0,0.0
235,40-64,female,South East,20-29y,high_school,middle_class,0.846,0.0,before_2010,0.0,0.0,54321,4006.0,suv,advanced,0,0,0,0.0,0.0
236,40-64,female,Scotland,10-19y,university,middle_class,0.76,1.0,2016-2020,0.0,0.0,10238,6623.0,family_sedan,standard,0,0,0,0.0,0.0
237,26-39,male,Yorkshire,10-19y,high_school,middle_class,0.717,1.0,before_2010,0.0,1.0,78901,10856.0,family_sedan,standard,0,0,0,0.0,0.0
238,26-39,female,North East,10-19y,university,working_class,0.66,0.0,2010-2015,0.0,0.0,78901,8846.0,suv,standard,0,0,0,0.0,0.0
239,16-25,male,South East,6-9y,university,middle_class,0.679,1.0,after_2020,0.0,0.0,78901,4171.0,small_hatchback,standard,2,0,0,0.0,0.0
240,65+,female,South West,30y+,university,poverty,0.06,1.0,2016-2020,1.0,0.0,54321,4924.0,family_sedan,standard,0,0,0,1.0,2400.0
241,40-64,female,North East,10-19y,university,middle_class,0.699,1.0,before_2010,0.0,0.0,45678,5974.0,family_sedan,standard,0,0,0,0.0,0.0
242,16-25,male,North East,0-2y,none,middle_class,0.696,1.0,before_2010,1.0,0.0,32765,5417.0,small_hatchback,standard,0,0,1,1.0,1950.0
243,26-39,male,South East,10-19y,high_school,working_class,0.756,0.0,2016-2020,1.0,1.0,45678,11472.0,family_sedan,standard,2,0,0,0.0,0.0
244,40-64,male,East Midlands,20-29y,postgraduate,working_class,0.218,0.0,after_2020,1.0,1.0,78901,12160.0,small_hatchback,standard,1,0,0,0.0,0.0
245,40-64,male,London,20-29y,high_school,poverty,0.092,0.0,after_2020,1.0,1.0,67890,3595.0,family_sedan,basic,1,0,0,0.0,0.0
246,40-64,female,North West,20-29y,high_school,upper_class,0.739,0.0,2016-2020,1.0,1.0,45678,4179.0,suv,standard,0,0,0,0.0,0.0
247,40-64,male,East Anglia,20-29y,high_school,working_class,0.338,1.0,2016-2020,0.0,0.0,67890,6047.0,suv,standard,0,0,0,0.0,0.0
248,26-39,male,London,0-9y,university,working_class,0.661,1.0,2010-2015,1.0,1.0,67890,4657.0,small_hatchback,basic,0,0,0,0.0,0.0
249,40-64,female,East Anglia,20-29y,university,middle_class,0.621,1.0,2016-2020,0.0,1.0,10238,9275.0,sports_car,standard,1,0,0,0.0,0.0
250,40-64,male,Wales,10-19y,university,middle_class,0.731,1.0,before_2010,0.0,0.0,10238,12128.0,small_hatchback,advanced,0,0,0,0.0,0.0
251,40-64,male,East Anglia,20-29y,university,working_class,0.293,1.0,after_2020,1.0,0.0,54321,9906.0,small_hatchback,basic,1,0,0,0.0,0.0
252,65+,male,Wales,30y+,postgraduate,working_class,0.367,1.0,2010-2015,1.0,1.0,10238,7587.0,family_sedan,standard,1,0,1,0.0,0.0
253,65+,male,Yorkshire,30y+,postgraduate,upper_class,0.814,1.0,before_2010,0.0,0.0,10238,3152.0,suv,standard,0,0,0,0.0,0.0
254,40-64,female,South West,20-29y,postgraduate,working_class,0.373,1.0,2010-2015,0.0,0.0,54321,7220.0,small_hatchback,basic,1,0,0,0.0,0.0
255,40-64,female,Scotland,10-19y,postgraduate,upper_class,0.573,1.0,before_2010,1.0,0.0,10238,8133.0,luxury_sedan,standard,0,0,0,0.0,0.0
256,40-64,male,West Midlands,20-29y,high_school,upper_class,0.88,1.0,2016-2020,0.0,0.0,32765,2440.0,sports_car,basic,1,0,0,0.0,0.0
257,16-25,female,Yorkshire,0-2y,university,middle_class,0.615,0.0,2016-2020,1.0,0.0,54321,7959.0,family_sedan,standard,2,0,1,1.0,2447.35
258,26-39,male,Wales,10-19y,university,working_class,0.932,1.0,2010-2015,1.0,1.0,32765,9887.0,luxury_sedan,standard,0,0,0,0.0,0.0
259,26-39,male,West Midlands,0-9y,university,working_class,0.256,1.0,2010-2015,1.0,0.0,78901,4303.0,small_hatchback,basic,1,0,0,0.0,0.0
260,26-39,female,West Midlands,10-19y,high_school,upper_class,0.869,1.0,2016-2020,1.0,1.0,54321,3281.0,family_sedan,standard,0,0,0,0.0,0.0
261,26-39,female,East Anglia,10-19y,university,middle_class,0.4,1.0,2016-2020,0.0,0.0,78901,7561.0,suv,basic,1,1,0,0.0,0.0
262,40-64,female,East Midlands,20-29y,university,working_class,0.304,1.0,2010-2015,1.0,1.0,45678,12172.0,small_hatchback,standard,0,0,0,0.0,0.0
263,65+,female,Scotland,30y+,postgraduate,middle_class,0.685,1.0,2010-2015,0.0,0.0,67890,2958.0,luxury_sedan,basic,0,0,0,0.0,0.0
264,40-64,female,South East,10-19y,postgraduate,middle_class,0.801,1.0,before_2010,0.0,1.0,45678,11796.0,suv,standard,0,0,0,0.0,0.0
265,26-39,female,South West,0-9y,university,middle_class,0.824,1.0,2016-2020,0.0,0.0,67890,8491.0,sports_car,basic,0,0,0,0.0,0.0
266,40-64,female,East Midlands,20-29y,postgraduate,middle_class,0.722,1.0,2016-2020,1.0,0.0,78901,9471.0,suv,standard,0,0,0,0.0,0.0
267,65+,female,South West,30y+,university,middle_class,0.766,1.0,after_2020,0.0,0.0,78901,3037.0,luxury_sedan,standard,0,0,0,1.0,2534.33
268,65+,female,East Midlands,30y+,postgraduate,middle_class,0.857,0.0,2010-2015,1.0,1.0,45678,500.0,family_sedan,advanced,1,0,0,0.0,0.0
269,16-25,female,North West,0-2y,university,middle_class,0.396,1.0,2010-2015,0.0,0.0,67890,656.0,small_hatchback,standard,2,0,0,0.0,0.0
270,40-64,female,London,20-29y,none,middle_class,0.606,1.0,before_2010,0.0,0.0,45678,4330.0,family_sedan,standard,0,0,0,0.0,0.0
271,65+,female,London,30y+,university,middle_class,0.448,1.0,2010-2015,1.0,1.0,67890,5515.0,luxury_sedan,standard,1,0,0,0.0,0.0
272,26-39,female,Wales,10-19y,postgraduate,working_class,0.376,1.0,2016-2020,1.0,0.0,67890,7446.0,small_hatchback,basic,0,0,0,0.0,0.0
273,40-64,male,East Anglia,20-29y,university,middle_class,0.536,1.0,2010-2015,0.0,1.0,67890,5520.0,small_hatchback,advanced,0,0,0,0.0,0.0
274,26-39,female,North West,0-9y,postgraduate,middle_class,0.486,1.0,2010-2015,1.0,0.0,54321,3838.0,luxury_sedan,standard,0,0,0,0.0,0.0
275,26-39,female,West Midlands,10-19y,high_school,middle_class,0.244,1.0,after_2020,0.0,0.0,67890,4030.0,small_hatchback,advanced,0,0,0,0.0,0.0
276,26-39,male,East Midlands,10-19y,postgraduate,working_class,0.311,1.0,after_2020,1.0,0.0,54321,4866.0,suv,standard,0,0,0,0.0,0.0
277,40-64,male,South East,20-29y,high_school,working_class,0.442,0.0,before_2010,0.0,0.0,10238,7636.0,family_sedan,standard,0,0,0,0.0,0.0
278,26-39,female,Yorkshire,0-9y,none,working_class,0.45,1.0,2016-2020,0.0,0.0,78901,6411.0,suv,standard,0,0,1,0.0,0.0
279,26-39,female,East Midlands,10-19y,high_school,poverty,0.363,1.0,after_2020,1.0,0.0,54321,9562.0,sports_car,basic,0,0,0,0.0,0.0
280,26-39,female,Yorkshire,0-9y,university,poverty,0.041,1.0,2010-2015,0.0,0.0,10238,3900.0,small_hatchback,standard,0,0,0,0.0,0.0
281,40-64,male,West Midlands,20-29y,university,working_class,0.293,0.0,2016-2020,0.0,0.0,45678,4722.0,small_hatchback,advanced,1,0,1,0.0,0.0
282,40-64,female,North West,20-29y,postgraduate,working_class,0.375,1.0,2010-2015,0.0,0.0,67890,3368.0,small_hatchback,standard,0,0,0,0.0,0.0
283,26-39,male,South East,0-9y,high_school,middle_class,0.61,1.0,2010-2015,0.0,0.0,45678,12101.0,luxury_sedan,advanced,0,0,1,0.0,0.0
284,26-39,female,North West,0-9y,high_school,middle_class,0.74,1.0,2010-2015,0.0,0.0,54321,5586.0,luxury_sedan,standard,1,0,0,0.0,0.0
285,26-39,male,South West,10-19y,high_school,working_class,0.253,1.0,2016-2020,0.0,1.0,67890,8021.0,family_sedan,advanced,0,1,1,0.0,0.0
286,26-39,male,South East,0-9y,high_school,upper_class,0.861,1.0,after_2020,1.0,1.0,78901,2346.0,small_hatchback,advanced,0,0,0,0.0,0.0
287,26-39,male,East Midlands,0-9y,university,poverty,0.226,1.0,2016-2020,0.0,0.0,78901,4884.0,sports_car,basic,1,0,0,0.0,0.0
288,16-25,female,Scotland,0-2y,university,poverty,0.142,1.0,after_2020,0.0,0.0,67890,6762.0,suv,standard,0,0,0,1.0,510.88
289,40-64,male,Yorkshire,20-29y,university,working_class,0.639,1.0,2010-2015,1.0,1.0,10238,9998.0,family_sedan,basic,0,0,0,0.0,0.0
290,40-64,female,Scotland,20-29y,university,upper_class,0.681,1.0,2010-2015,0.0,1.0,54321,10552.0,family_sedan,basic,0,0,0,0.0,0.0
291,40-64,female,Yorkshire,10-19y,high_school,middle_class,0.672,1.0,2016-2020,1.0,1.0,67890,10850.0,small_hatchback,standard,0,0,0,0.0,0.0
292,40-64,male,North East,10-19y,university,middle_class,0.879,1.0,2016-2020,1.0,1.0,54321,8368.0,suv,basic,0,0,0,0.0,0.0
293,16-25,female,London,3-5y,university,working_class,0.331,1.0,before_2010,0.0,1.0,10238,3165.0,family_sedan,standard,0,0,1,1.0,887.39
294,26-39,female,West Midlands,0-9y,high_school,middle_class,0.797,1.0,after_2020,1.0,0.0,67890,2152.0,suv,standard,0,0,0,0.0,0.0
295,65+,male,Yorkshire,30y+,postgraduate,poverty,0.298,1.0,after_2020,0.0,0.0,10238,2340.0,family_sedan,basic,0,0,0,0.0,0.0
296,40-64,female,Yorkshire,20-29y,high_school,middle_class,0.73,1.0,after_2020,1.0,0.0,10238,4591.0,sports_car,basic,0,0,1,0.0,0.0
297,65+,female,Wales,30y+,university,poverty,0.339,1.0,2016-2020,0.0,0.0,45678,7649.0,sports_car,standard,1,0,0,1.0,520.87
298,26-39,male,Yorkshire,0-9y,university,middle_class,0.577,1.0,2016-2020,0.0,0.0,78901,2423.0,small_hatchback,advanced,0,0,0,0.0,0.0
299,26-39,female,North East,10-19y,high_school,working_class,0.333,1.0,2016-2020,1.0,0.0,45678,8239.0,small_hatchback,advanced,0,0,0,0.0,0.0
300,40-64,male,North East,20-29y,high_school,working_class,0.392,1.0,2016-2020,0.0,1.0,54321,11496.0,mpv,standard,1,0,0,0.0,0.0
301,40-64,male,London,10-19y,high_school,middle_class,0.666,1.0,after_2020,1.0,1.0,45678,7177.0,mpv,standard,0,0,0,0.0,0.0
302,26-39,male,North East,0-9y,postgraduate,upper_class,0.748,1.0,after_2020,1.0,1.0,54321,7971.0,sports_car,standard,0,0,0,0.0,0.0
303,26-39,female,London,10-19y,university,middle_class,0.896,1.0,after_2020,1.0,1.0,32765,4275.0,small_hatchback,standard,0,0,0,0.0,0.0
304,26-39,female,East Midlands,0-9y,none,working_class,0.643,1.0,2010-2015,0.0,0.0,78901,2443.0,small_hatchback,basic,0,0,0,0.0,0.0
305,65+,female,Yorkshire,30y+,university,middle_class,0.736,1.0,after_2020,1.0,1.0,32765,2543.0,luxury_sedan,advanced,1,0,0,0.0,0.0
306,26-39,female,South East,10-19y,none,working_class,0.319,1.0,2016-2020,0.0,1.0,67890,8404.0,family_sedan,standard,0,0,0,0.0,0.0
307,40-64,female,East Anglia,20-29y,postgraduate,upper_class,0.822,1.0,after_2020,0.0,0.0,54321,6284.0,mpv,standard,0,0,0,0.0,0.0
308,40-64,male,North East,20-29y,university,working_class,0.477,0.0,2016-2020,1.0,0.0,54321,8798.0,mpv,standard,1,0,0,0.0,0.0
309,40-64,female,North East,20-29y,none,middle_class,0.747,0.0,after_2020,1.0,1.0,54321,8561.0,suv,basic,0,0,1,0.0,0.0
310,16-25,male,East Midlands,0-2y,postgraduate,working_class,0.704,1.0,2016-2020,0.0,0.0,67890,2384.0,family_sedan,standard,2,0,0,1.0,1769.4
311,26-39,female,South West,10-19y,university,poverty,0.059,1.0,2016-2020,1.0,1.0,32765,11216.0,family_sedan,advanced,0,0,0,1.0,449.36
312,26-39,female,Wales,10-19y,university,working_class,0.499,1.0,2010-2015,1.0,0.0,32765,9537.0,small_hatchback,basic,1,0,0,1.0,10000.0
313,65+,male,Wales,30y+,university,upper_class,0.553,1.0,after_2020,1.0,1.0,45678,3503.0,family_sedan,basic,0,0,0,0.0,0.0
314,26-39,male,West Midlands,10-19y,university,working_class,0.506,1.0,2016-2020,0.0,0.0,32765,6770.0,family_sedan,basic,2,0,0,0.0,0.0
315,65+,male,London,30y+,none,middle_class,0.614,1.0,2016-2020,1.0,1.0,10238,2485.0,family_sedan,standard,0,0,0,0.0,0.0
316,40-64,male,London,20-29y,postgraduate,upper_class,0.865,1.0,after_2020,1.0,0.0,10238,9117.0,luxury_sedan,standard,0,0,0,0.0,0.0
317,26-39,female,Yorkshire,10-19y,none,working_class,0.541,1.0,after_2020,0.0,1.0,67890,9481.0,small_hatchback,advanced,0,0,0,0.0,0.0
318,16-25,female,South East,3-5y,postgraduate,working_class,0.397,1.0,2016-2020,0.0,0.0,54321,8856.0,small_hatchback,standard,0,0,0,0.0,0.0
319,65+,female,North West,30y+,university,middle_class,0.745,1.0,after_2020,1.0,1.0,32765,1671.0,luxury_sedan,standard,1,0,0,0.0,0.0
320,40-64,male,South East,20-29y,university,working_class,0.476,1.0,after_2020,0.0,0.0,10238,5691.0,small_hatchback,standard,0,0,0,0.0,0.0
321,26-39,male,East Anglia,10-19y,university,middle_class,0.611,1.0,2016-2020,0.0,0.0,45678,7679.0,sports_car,standard,0,0,1,1.0,1965.17
322,26-39,male,London,0-9y,university,working_class,0.57,1.0,2010-2015,0.0,0.0,54321,6138.0,family_sedan,standard,0,0,0,0.0,0.0
323,40-64,male,East Anglia,20-29y,high_school,upper_class,0.871,1.0,2010-2015,1.0,1.0,32765,4527.0,family_sedan,standard,1,0,0,0.0,0.0
324,26-39,female,East Midlands,10-19y,high_school,upper_class,0.623,1.0,2016-2020,1.0,1.0,45678,10167.0,family_sedan,basic,0,0,0,0.0,0.0
325,40-64,female,East Anglia,20-29y,postgraduate,working_class,0.437,1.0,before_2010,1.0,0.0,45678,12363.0,small_hatchback,basic,1,0,1,0.0,0.0
326,40-64,male,South East,10-19y,high_school,middle_class,0.818,1.0,2010-2015,0.0,0.0,67890,11288.0,family_sedan,advanced,2,0,1,0.0,0.0
327,65+,male,North West,30y+,university,middle_class,0.803,1.0,2010-2015,0.0,0.0,54321,3727.0,mpv,basic,0,0,0,0.0,0.0
328,26-39,male,East Midlands,0-9y,university,middle_class,0.524,1.0,2010-2015,1.0,1.0,32765,8582.0,small_hatchback,basic,0,0,0,0.0,0.0
329,40-64,male,East Anglia,20-29y,university,working_class,0.166,1.0,before_2010,1.0,1.0,32765,5467.0,family_sedan,basic,0,0,0,0.0,0.0
330,26-39,male,Yorkshire,0-9y,postgraduate,middle_class,0.323,1.0,2016-2020,1.0,0.0,32765,6346.0,small_hatchback,standard,2,0,0,1.0,1930.74
331,40-64,male,North East,10-19y,high_school,middle_class,0.773,0.0,2016-2020,1.0,1.0,10238,7060.0,sports_car,standard,0,0,0,0.0,0.0
332,65+,male,East Midlands,30y+,high_school,working_class,0.572,1.0,2016-2020,1.0,1.0,54321,4807.0,mpv,advanced,0,0,0,0.0,0.0
333,40-64,female,North West,20-29y,high_school,middle_class,0.581,1.0,after_2020,0.0,1.0,78901,5085.0,suv,basic,0,1,0,0.0,0.0
334,16-25,female,East Midlands,3-5y,university,working_class,0.335,1.0,2016-2020,0.0,0.0,67890,10221.0,family_sedan,standard,1,0,2,0.0,0.0
335,16-25,female,South West,0-2y,high_school,working_class,0.415,1.0,before_2010,0.0,0.0,10238,6689.0,family_sedan,standard,1,0,0,0.0,0.0
336,26-39,male,North West,0-9y,postgraduate,middle_class,0.672,1.0,2010-2015,0.0,0.0,54321,8499.0,suv,advanced,2,0,0,0.0,0.0
337,26-39,male,South East,10-19y,university,middle_class,0.377,1.0,2010-2015,0.0,0.0,32765,6678.0,family_sedan,basic,0,0,0,0.0,0.0
338,65+,female,Scotland,20-29y,university,working_class,0.428,1.0,2016-2020,1.0,1.0,54321,10262.0,family_sedan,standard,1,0,0,0.0,0.0
339,65+,female,Scotland,30y+,university,middle_class,0.721,1.0,2010-2015,0.0,1.0,32765,2767.0,suv,advanced,0,0,0,0.0,0.0
340,65+,female,Yorkshire,30y+,high_school,middle_class,0.627,1.0,after_2020,0.0,0.0,67890,4748.0,suv,basic,1,0,0,0.0,0.0
341,26-39,female,East Midlands,0-9y,none,middle_class,0.717,1.0,2016-2020,0.0,0.0,10238,4111.0,small_hatchback,standard,2,0,1,0.0,0.0
