date,region,weather_condition,traffic_baseline,visibility_meters
2025-10-16,North East,Rain,Gridlock,4508
2025-10-17,North East,Clear,Moderate,10000
2025-10-18,North East,Rain,Moderate,4120
2025-10-19,North East,Rain,Moderate,4207
2025-10-20,North East,Rain,Heavy,647
2025-10-21,North East,Clear,Heavy,10000
2025-10-22,North East,Rain,Heavy,859
2025-10-23,North East,Rain,Heavy,3788
2025-10-24,North East,Clear,Heavy,10000
2025-10-25,North East,Fog,Moderate,2732
2025-10-26,North East,Rain,Moderate,1281
2025-10-27,North East,Fog,Heavy,4311
2025-10-28,North East,Rain,Heavy,1675
2025-10-29,North East,Clear,Heavy,10000
2025-10-30,North East,Clear,Moderate,10000
2025-10-31,North East,Clear,Gridlock,10000
2025-11-01,North East,Rain,Moderate,1024
2025-11-02,North East,Rain,Heavy,3548
2025-11-03,North East,Clear,Heavy,10000
2025-11-04,North East,Rain,Moderate,4086
2025-11-05,North East,Storm,Heavy,2853
2025-11-06,North East,Rain,Gridlock,893
2025-11-07,North East,Clear,Heavy,10000
2025-11-08,North East,Rain,Light,3435
2025-11-09,North East,Clear,Moderate,10000
2025-11-10,North East,Clear,Moderate,10000
2025-11-11,North East,Rain,Moderate,4184
2025-11-12,North East,Clear,Gridlock,10000
2025-11-13,North East,Rain,Heavy,1708
2025-11-14,North East,Rain,Gridlock,1016
2025-11-15,North East,Clear,Light,10000
2025-11-16,North East,Rain,Moderate,3239
2025-11-17,North East,Rain,Heavy,1491
2025-11-18,North East,Storm,Heavy,4303
2025-11-19,North East,Storm,Heavy,4657
2025-11-20,North East,Clear,Heavy,10000
2025-11-21,North East,Clear,Gridlock,10000
2025-11-22,North East,Rain,Moderate,316
2025-11-23,North East,Rain,Heavy,4847
2025-11-24,North East,Rain,Heavy,3865
2025-11-25,North East,Rain,Heavy,4697
2025-11-26,North East,Rain,Heavy,3441
2025-11-27,North East,Clear,Moderate,10000
2025-11-28,North East,Rain,Gridlock,2780
2025-11-29,North East,Rain,Moderate,2493
2025-11-30,North East,Clear,Moderate,10000
2025-12-01,North East,Rain,Heavy,2886
2025-12-02,North East,Clear,Heavy,10000
2025-12-03,North East,Clear,Heavy,10000
2025-12-04,North East,Fog,Heavy,2322
2025-12-05,North East,Storm,Gridlock,3450
2025-12-06,North East,Clear,Moderate,10000
2025-12-07,North East,Fog,Heavy,1608
2025-12-08,North East,Rain,Gridlock,4489
2025-12-09,North East,Fog,Gridlock,1528
2025-12-10,North East,Clear,Gridlock,10000
2025-12-11,North East,Fog,Heavy,1432
2025-12-12,North East,Storm,Moderate,1944
2025-12-13,North East,Fog,Light,1070
2025-12-14,North East,Clear,Light,10000
2025-12-15,North East,Storm,Moderate,3652
2025-12-16,North East,Clear,Heavy,10000
2025-12-17,North East,Snow,Heavy,2812
2025-12-18,North East,Snow,Moderate,4138
2025-12-19,North East,Rain,Heavy,3790
2025-12-20,North East,Clear,Moderate,10000
2025-12-21,North East,Fog,Heavy,3946
2025-12-22,North East,Storm,Heavy,2552
2025-12-23,North East,Storm,Heavy,242
2025-12-24,North East,Rain,Moderate,141
2025-12-25,North East,Fog,Heavy,2966
2025-12-26,North East,Rain,Moderate,2563
2025-12-27,North East,Clear,Light,10000
2025-12-28,North East,Rain,Light,3029
2025-12-29,North East,Storm,Heavy,647
2025-12-30,North East,Fog,Heavy,1927
2025-12-31,North East,Clear,Heavy,10000
2025-01-01,Scotland,Fog,Heavy,4136
2025-01-02,Scotland,Rain,Heavy,2258
2025-01-03,Scotland,Clear,Gridlock,10000
2025-01-04,Scotland,Clear,Moderate,10000
2025-01-05,Scotland,Snow,Light,1805
2025-01-06,Scotland,Snow,Heavy,2372
2025-01-07,Scotland,Snow,Heavy,3323
2025-01-08,Scotland,Fog,Heavy,2238
2025-01-09,Scotland,Clear,Moderate,10000
2025-01-10,Scotland,Fog,Heavy,4896
2025-01-11,Scotland,Fog,Light,1044
2025-01-12,Scotland,Rain,Light,4622
2025-01-13,Scotland,Snow,Heavy,3462
2025-01-14,Scotland,Rain,Heavy,4348
2025-01-15,Scotland,Rain,Heavy,1403
2025-01-16,Scotland,Clear,Heavy,10000
2025-01-17,Scotland,Snow,Heavy,72
2025-01-18,Scotland,Clear,Moderate,10000
2025-01-19,Scotland,Clear,Moderate,10000
2025-01-20,Scotland,Rain,Heavy,3786
2025-01-21,Scotland,Rain,Heavy,2148
2025-01-22,Scotland,Rain,Heavy,4884
2025-01-23,Scotland,Rain,Gridlock,2027
2025-01-24,Scotland,Snow,Heavy,3291
2025-01-25,Scotland,Fog,Light,1637
2025-01-26,Scotland,Rain,Heavy,3546
2025-01-27,Scotland,Fog,Heavy,2225
2025-01-28,Scotland,Fog,Heavy,3899
2025-01-29,Scotland,Rain,Heavy,1844
2025-01-30,Scotland,Fog,Heavy,1129
2025-01-31,Scotland,Rain,Heavy,4773
2025-02-01,Scotland,Fog,Light,1635
2025-02-02,Scotland,Rain,Light,4739
2025-02-03,Scotland,Rain,Moderate,1116
2025-02-04,Scotland,Rain,Heavy,4955
2025-02-05,Scotland,Fog,Heavy,4914
2025-02-06,Scotland,Snow,Heavy,4616
2025-02-07,Scotland,Rain,Moderate,839
2025-02-08,Scotland,Rain,Moderate,914
2025-02-09,Scotland,Fog,Moderate,3836
2025-02-10,Scotland,Clear,Moderate,10000
2025-02-11,Scotland,Snow,Heavy,2761
2025-02-12,Scotland,Snow,Moderate,471
2025-02-13,Scotland,Fog,Heavy,996
2025-02-14,Scotland,Clear,Heavy,10000
2025-02-15,Scotland,Rain,Light,1997
2025-02-16,Scotland,Fog,Light,1211
2025-02-17,Scotland,Fog,Heavy,3983
2025-02-18,Scotland,Rain,Heavy,3492
2025-02-19,Scotland,Rain,Heavy,155
2025-02-20,Scotland,Rain,Heavy,792
2025-02-21,Scotland,Clear,Heavy,10000
2025-02-22,Scotland,Rain,Moderate,4485
2025-02-23,Scotland,Rain,Moderate,4313
2025-02-24,Scotland,Rain,Heavy,2097
2025-02-25,Scotland,Fog,Gridlock,348
2025-02-26,Scotland,Clear,Moderate,10000
2025-02-27,Scotland,Fog,Heavy,2561
2025-02-28,Scotland,Rain,Heavy,536
2025-03-01,Scotland,Fog,Light,1410
2025-03-02,Scotland,Rain,Moderate,1006
2025-03-03,Scotland,Rain,Gridlock,288
2025-03-04,Scotland,Rain,Heavy,2602
2025-03-05,Scotland,Rain,Moderate,4182
2025-03-06,Scotland,Rain,Gridlock,1475
2025-03-07,Scotland,Fog,Heavy,3297
2025-03-08,Scotland,Clear,Light,10000
2025-03-09,Scotland,Rain,Moderate,882
2025-03-10,Scotland,Fog,Heavy,1696
2025-03-11,Scotland,Storm,Heavy,1579
2025-03-12,Scotland,Rain,Heavy,4713
2025-03-13,Scotland,Clear,Heavy,10000
2025-03-14,Scotland,Fog,Heavy,3312
2025-03-15,Scotland,Rain,Light,4370
2025-03-16,Scotland,Clear,Light,10000
2025-03-17,Scotland,Clear,Heavy,10000
2025-03-18,Scotland,Storm,Gridlock,2854
2025-03-19,Scotland,Fog,Heavy,4591
2025-03-20,Scotland,Clear,Heavy,10000
2025-03-21,Scotland,Fog,Moderate,1174
2025-03-22,Scotland,Rain,Heavy,1179
2025-03-23,Scotland,Clear,Light,10000
2025-03-24,Scotland,Rain,Heavy,3259
2025-03-25,Scotland,Rain,Gridlock,4255
2025-03-26,Scotland,Fog,Heavy,2414
2025-03-27,Scotland,Clear,Moderate,10000
2025-03-28,Scotland,Clear,Heavy,10000
2025-03-29,Scotland,Clear,Light,10000
2025-03-30,Scotland,Storm,Light,3987
2025-03-31,Scotland,Clear,Moderate,10000
2025-04-01,Scotland,Clear,Heavy,10000
2025-04-02,Scotland,Rain,Heavy,4667
2025-04-03,Scotland,Fog,Heavy,2806
2025-04-04,Scotland,Clear,Moderate,10000
2025-04-05,Scotland,Rain,Moderate,3414
2025-04-06,Scotland,Clear,Moderate,10000
2025-04-07,Scotland,Storm,Heavy,1031
2025-04-08,Scotland,Rain,Heavy,92
2025-04-09,Scotland,Rain,Heavy,1827
2025-04-10,Scotland,Fog,Moderate,1179
2025-04-11,Scotland,Clear,Gridlock,10000
2025-04-12,Scotland,Clear,Moderate,10000
2025-04-13,Scotland,Clear,Light,10000
2025-04-14,Scotland,Storm,Heavy,2244
2025-04-15,Scotland,Clear,Heavy,10000
2025-04-16,Scotland,Clear,Gridlock,10000
2025-04-17,Scotland,Storm,Moderate,2939
2025-04-18,Scotland,Rain,Heavy,927
2025-04-19,Scotland,Clear,Light,10000
2025-04-20,Scotland,Rain,Moderate,2805
2025-04-21,Scotland,Clear,Gridlock,10000
2025-04-22,Scotland,Storm,Heavy,1911
2025-04-23,Scotland,Clear,Heavy,10000
2025-04-24,Scotland,Clear,Gridlock,10000
2025-04-25,Scotland,Rain,Moderate,3466
2025-04-26,Scotland,Storm,Light,730
2025-04-27,Scotland,Clear,Moderate,10000
2025-04-28,Scotland,Clear,Heavy,10000
2025-04-29,Scotland,Clear,Heavy,10000
2025-04-30,Scotland,Rain,Heavy,2513
2025-05-01,Scotland,Clear,Gridlock,10000
2025-05-02,Scotland,Rain,Moderate,3217
2025-05-03,Scotland,Rain,Moderate,2202
2025-05-04,Scotland,Clear,Light,10000
2025-05-05,Scotland,Rain,Gridlock,4988
2025-05-06,Scotland,Storm,Moderate,2561
2025-05-07,Scotland,Rain,Heavy,1343
2025-05-08,Scotland,Rain,Gridlock,1899
2025-05-09,Scotland,Clear,Gridlock,10000
2025-05-10,Scotland,Rain,Light,302
2025-05-11,Scotland,Clear,Light,10000
2025-05-12,Scotland,Rain,Heavy,4999
2025-05-13,Scotland,Clear,Gridlock,10000
2025-05-14,Scotland,Fog,Heavy,1349
2025-05-15,Scotland,Clear,Heavy,10000
2025-05-16,Scotland,Clear,Heavy,10000
2025-05-17,Scotland,Storm,Moderate,143
2025-05-18,Scotland,Storm,Light,2310
2025-05-19,Scotland,Fog,Gridlock,4350
2025-05-20,Scotland,Rain,Heavy,126
2025-05-21,Scotland,Rain,Gridlock,155
2025-05-22,Scotland,Clear,Heavy,10000
2025-05-23,Scotland,Clear,Gridlock,10000
2025-05-24,Scotland,Rain,Light,294
2025-05-25,Scotland,Clear,Moderate,10000
2025-05-26,Scotland,Clear,Heavy,10000
2025-05-27,Scotland,Rain,Moderate,2449
2025-05-28,Scotland,Clear,Gridlock,10000
2025-05-29,Scotland,Clear,Heavy,10000
2025-05-30,Scotland,Storm,Heavy,2818
2025-05-31,Scotland,Rain,Light,1710
2025-06-01,Scotland,Rain,Light,2274
2025-06-02,Scotland,Rain,Gridlock,1380
2025-06-03,Scotland,Clear,Gridlock,10000
2025-06-04,Scotland,Fog,Gridlock,2701
2025-06-05,Scotland,Clear,Gridlock,10000
2025-06-06,Scotland,Clear,Heavy,10000
2025-06-07,Scotland,Clear,Light,10000
2025-06-08,Scotland,Clear,Light,10000
2025-06-09,Scotland,Clear,Heavy,10000
2025-06-10,Scotland,Clear,Heavy,10000
2025-06-11,Scotland,Rain,Heavy,1386
2025-06-12,Scotland,Clear,Heavy,10000
2025-06-13,Scotland,Rain,Heavy,3464
2025-06-14,Scotland,Rain,Light,1593
2025-06-15,Scotland,Clear,Light,10000
2025-06-16,Scotland,Fog,Heavy,2759
2025-06-17,Scotland,Clear,Moderate,10000
2025-06-18,Scotland,Rain,Heavy,387
2025-06-19,Scotland,Fog,Heavy,780
2025-06-20,Scotland,Clear,Heavy,10000
2025-06-21,Scotland,Clear,Moderate,10000
2025-06-22,Scotland,Clear,Light,10000
2025-06-23,Scotland,Rain,Moderate,3279
2025-06-24,Scotland,Clear,Heavy,10000
2025-06-25,Scotland,Rain,Heavy,2739
2025-06-26,Scotland,Rain,Moderate,3521
2025-06-27,Scotland,Clear,Moderate,10000
2025-06-28,Scotland,Clear,Moderate,10000
2025-06-29,Scotland,Clear,Moderate,10000
2025-06-30,Scotland,Storm,Heavy,670
2025-07-01,Scotland,Clear,Heavy,10000
2025-07-02,Scotland,Clear,Moderate,10000
2025-07-03,Scotland,Clear,Gridlock,10000
2025-07-04,Scotland,Clear,Heavy,10000
2025-07-05,Scotland,Clear,Moderate,10000
2025-07-06,Scotland,Fog,Heavy,4374
2025-07-07,Scotland,Rain,Heavy,4271
2025-07-08,Scotland,Fog,Moderate,2725
2025-07-09,Scotland,Rain,Heavy,1282
2025-07-10,Scotland,Clear,Gridlock,10000
2025-07-11,Scotland,Clear,Gridlock,10000
2025-07-12,Scotland,Clear,Light,10000
2025-07-13,Scotland,Clear,Moderate,10000
2025-07-14,Scotland,Clear,Gridlock,10000
2025-07-15,Scotland,Fog,Gridlock,3040
2025-07-16,Scotland,Clear,Heavy,10000
2025-07-17,Scotland,Clear,Heavy,10000
2025-07-18,Scotland,Clear,Heavy,10000
2025-07-19,Scotland,Clear,Light,10000
2025-07-20,Scotland,Clear,Light,10000
2025-07-21,Scotland,Clear,Moderate,10000
2025-07-22,Scotland,Clear,Moderate,10000
2025-07-23,Scotland,Clear,Heavy,10000
2025-07-24,Scotland,Clear,Heavy,10000
2025-07-25,Scotland,Clear,Heavy,10000
2025-07-26,Scotland,Clear,Light,10000
2025-07-27,Scotland,Clear,Light,10000
2025-07-28,Scotland,Clear,Heavy,10000
2025-07-29,Scotland,Clear,Moderate,10000
2025-07-30,Scotland,Clear,Gridlock,10000
2025-07-31,Scotland,Clear,Moderate,10000
2025-08-01,Scotland,Clear,Heavy,10000
2025-08-02,Scotland,Rain,Light,4888
2025-08-03,Scotland,Rain,Light,1126
2025-08-04,Scotland,Storm,Gridlock,3175
2025-08-05,Scotland,Clear,Moderate,10000
2025-08-06,Scotland,Clear,Heavy,10000
2025-08-07,Scotland,Rain,Heavy,1231
2025-08-08,Scotland,Clear,Moderate,10000
2025-08-09,Scotland,Clear,Light,10000
2025-08-10,Scotland,Rain,Light,1824
2025-08-11,Scotland,Clear,Heavy,10000
2025-08-12,Scotland,Clear,Gridlock,10000
2025-08-13,Scotland,Clear,Heavy,10000
2025-08-14,Scotland,Rain,Heavy,1295
2025-08-15,Scotland,Rain,Moderate,4714
2025-08-16,Scotland,Clear,Heavy,10000
2025-08-17,Scotland,Clear,Light,10000
2025-08-18,Scotland,Clear,Moderate,10000
2025-08-19,Scotland,Clear,Heavy,10000
2025-08-20,Scotland,Rain,Heavy,954
2025-08-21,Scotland,Clear,Gridlock,10000
2025-08-22,Scotland,Clear,Heavy,10000
2025-08-23,Scotland,Clear,Heavy,10000
2025-08-24,Scotland,Rain,Moderate,823
2025-08-25,Scotland,Clear,Moderate,10000
2025-08-26,Scotland,Clear,Heavy,10000
2025-08-27,Scotland,Clear,Heavy,10000
2025-08-28,Scotland,Rain,Heavy,156
2025-08-29,Scotland,Clear,Heavy,10000
2025-08-30,Scotland,Clear,Moderate,10000
2025-08-31,Scotland,Clear,Moderate,10000
2025-09-01,Scotland,Rain,Heavy,2065
2025-09-02,Scotland,Clear,Gridlock,10000
2025-09-03,Scotland,Rain,Heavy,1929
2025-09-04,Scotland,Storm,Gridlock,1124
2025-09-05,Scotland,Clear,Heavy,10000
2025-09-06,Scotland,Clear,Light,10000
2025-09-07,Scotland,Storm,Moderate,4637
2025-09-08,Scotland,Clear,Heavy,10000
2025-09-09,Scotland,Storm,Moderate,4268
2025-09-10,Scotland,Rain,Heavy,3232
2025-09-11,Scotland,Clear,Moderate,10000
2025-09-12,Scotland,Clear,Gridlock,10000
2025-09-13,Scotland,Clear,Moderate,10000
2025-09-14,Scotland,Rain,Moderate,3624
2025-09-15,Scotland,Clear,Heavy,10000
2025-09-16,Scotland,Rain,Heavy,4713
2025-09-17,Scotland,Rain,Gridlock,1762
2025-09-18,Scotland,Storm,Moderate,936
2025-09-19,Scotland,Rain,Heavy,1835
2025-09-20,Scotland,Storm,Heavy,345
2025-09-21,Scotland,Fog,Moderate,4940
2025-09-22,Scotland,Rain,Heavy,2341
2025-09-23,Scotland,Clear,Heavy,10000
2025-09-24,Scotland,Storm,Heavy,414
2025-09-25,Scotland,Storm,Heavy,1119
2025-09-26,Scotland,Clear,Heavy,10000
2025-09-27,Scotland,Clear,Moderate,10000
2025-09-28,Scotland,Clear,Moderate,10000
2025-09-29,Scotland,Clear,Moderate,10000
2025-09-30,Scotland,Rain,Moderate,1609
2025-10-01,Scotland,Rain,Moderate,675
2025-10-02,Scotland,Rain,Gridlock,2831
2025-10-03,Scotland,Rain,Gridlock,1138
2025-10-04,Scotland,Fog,Moderate,1951
2025-10-05,Scotland,Storm,Light,1647
2025-10-06,Scotland,Clear,Gridlock,10000
2025-10-07,Scotland,Storm,Gridlock,188
2025-10-08,Scotland,Clear,Gridlock,10000
2025-10-09,Scotland,Rain,Heavy,4950
2025-10-10,Scotland,Clear,Heavy,10000
2025-10-11,Scotland,Rain,Light,4470
2025-10-12,Scotland,Clear,Light,10000
2025-10-13,Scotland,Clear,Moderate,10000
2025-10-14,Scotland,Clear,Heavy,10000
2025-10-15,Scotland,Rain,Heavy,626
2025-10-16,Scotland,Rain,Heavy,4555
2025-10-17,Scotland,Clear,Gridlock,10000
2025-10-18,Scotland,Rain,Moderate,4714
2025-10-19,Scotland,Rain,Light,4201
2025-10-20,Scotland,Fog,Heavy,2097
2025-10-21,Scotland,Rain,Moderate,306
2025-10-22,Scotland,Clear,Gridlock,10000
2025-10-23,Scotland,Clear,Heavy,10000
2025-10-24,Scotland,Clear,Heavy,10000
2025-10-25,Scotland,Clear,Light,10000
2025-10-26,Scotland,Clear,Moderate,10000
2025-10-27,Scotland,Clear,Gridlock,10000
2025-10-28,Scotland,Fog,Heavy,1026
2025-10-29,Scotland,Clear,Gridlock,10000
2025-10-30,Scotland,Rain,Heavy,296
2025-10-31,Scotland,Clear,Heavy,10000
2025-11-01,Scotland,Storm,Moderate,4883
2025-11-02,Scotland,Rain,Heavy,4746
2025-11-03,Scotland,Rain,Heavy,3940
2025-11-04,Scotland,Clear,Heavy,10000
2025-11-05,Scotland,Rain,Moderate,3536
2025-11-06,Scotland,Clear,Gridlock,10000
2025-11-07,Scotland,Storm,Heavy,2655
2025-11-08,Scotland,Storm,Moderate,3084
2025-11-09,Scotland,Clear,Heavy,10000
2025-11-10,Scotland,Clear,Heavy,10000
2025-11-11,Scotland,Fog,Heavy,4162
2025-11-12,Scotland,Rain,Heavy,1946
2025-11-13,Scotland,Rain,Heavy,929
2025-11-14,Scotland,Storm,Heavy,1698
2025-11-15,Scotland,Clear,Light,10000
2025-11-16,Scotland,Storm,Light,4292
2025-11-17,Scotland,Storm,Gridlock,2759
2025-11-18,Scotland,Rain,Heavy,717
2025-11-19,Scotland,Rain,Heavy,1494
2025-11-20,Scotland,Clear,Heavy,10000
2025-11-21,Scotland,Clear,Gridlock,10000
2025-11-22,Scotland,Rain,Light,1075
2025-11-23,Scotland,Rain,Light,2735
2025-11-24,Scotland,Rain,Moderate,2072
2025-11-25,Scotland,Clear,Heavy,10000
2025-11-26,Scotland,Clear,Heavy,10000
2025-11-27,Scotland,Rain,Heavy,2670
2025-11-28,Scotland,Rain,Heavy,3922
2025-11-29,Scotland,Fog,Light,815
2025-11-30,Scotland,Rain,Moderate,4142
2025-12-01,Scotland,Clear,Heavy,10000
2025-12-02,Scotland,Rain,Heavy,513
2025-12-03,Scotland,Clear,Gridlock,10000
2025-12-04,Scotland,Fog,Heavy,2704
2025-12-05,Scotland,Clear,Heavy,10000
2025-12-06,Scotland,Rain,Moderate,1237
2025-12-07,Scotland,Rain,Light,706
2025-12-08,Scotland,Clear,Heavy,10000
2025-12-09,Scotland,Rain,Heavy,101
2025-12-10,Scotland,Rain,Heavy,1698
2025-12-11,Scotland,Clear,Heavy,10000
2025-12-12,Scotland,Clear,Heavy,10000
2025-12-13,Scotland,Rain,Light,1124
2025-12-14,Scotland,Rain,Moderate,2036
2025-12-15,Scotland,Clear,Gridlock,10000
2025-12-16,Scotland,Fog,Heavy,1905
2025-12-17,Scotland,Clear,Heavy,10000
2025-12-18,Scotland,Clear,Gridlock,10000
2025-12-19,Scotland,Rain,Heavy,4334
2025-12-20,Scotland,Snow,Moderate,1804
2025-12-21,Scotland,Storm,Moderate,1544
2025-12-22,Scotland,Rain,Heavy,2374
2025-12-23,Scotland,Snow,Moderate,3403
2025-12-24,Scotland,Rain,Heavy,4745
2025-12-25,Scotland,Rain,Moderate,1832
2025-12-26,Scotland,Fog,Heavy,3182
2025-12-27,Scotland,Rain,Heavy,2887
2025-12-28,Scotland,Rain,Heavy,4289
2025-12-29,Scotland,Rain,Gridlock,1469
2025-12-30,Scotland,Fog,Heavy,1490
2025-12-31,Scotland,Rain,Heavy,4225
2025-01-01,Wales,Clear,Heavy,10000
2025-01-02,Wales,Rain,Gridlock,521
2025-01-03,Wales,Clear,Gridlock,10000
2025-01-04,Wales,Rain,Light,4051
2025-01-05,Wales,Rain,Light,1041
2025-01-06,Wales,Clear,Gridlock,10000
2025-01-07,Wales,Fog,Gridlock,3448
2025-01-08,Wales,Clear,Heavy,10000
2025-01-09,Wales,Rain,Heavy,4035
2025-01-10,Wales,Clear,Heavy,10000
2025-01-11,Wales,Rain,Moderate,2553
2025-01-12,Wales,Rain,Moderate,3062
2025-01-13,Wales,Clear,Moderate,10000
2025-01-14,Wales,Rain,Gridlock,2869
2025-01-15,Wales,Rain,Gridlock,1234
2025-01-16,Wales,Fog,Gridlock,966
2025-01-17,Wales,Rain,Gridlock,1291
2025-01-18,Wales,Rain,Moderate,1573
2025-01-19,Wales,Rain,Moderate,2938
2025-01-20,Wales,Clear,Heavy,10000
2025-01-21,Wales,Rain,Heavy,1545
2025-01-22,Wales,Fog,Heavy,1299
2025-01-23,Wales,Rain,Heavy,947
2025-01-24,Wales,Rain,Moderate,4562
2025-01-25,Wales,Fog,Moderate,4312
2025-01-26,Wales,Clear,Moderate,10000
2025-01-27,Wales,Fog,Heavy,1042
2025-01-28,Wales,Clear,Heavy,10000
2025-01-29,Wales,Storm,Moderate,2423
2025-01-30,Wales,Rain,Heavy,757
2025-01-31,Wales,Fog,Heavy,2404
2025-02-01,Wales,Rain,Moderate,1026
2025-02-02,Wales,Rain,Light,4318
2025-02-03,Wales,Clear,Heavy,10000
2025-02-04,Wales,Fog,Moderate,4113
2025-02-05,Wales,Rain,Heavy,430
2025-02-06,Wales,Fog,Gridlock,1642
2025-02-07,Wales,Fog,Moderate,3077
2025-02-08,Wales,Rain,Moderate,3713
2025-02-09,Wales,Clear,Light,10000
2025-02-10,Wales,Rain,Heavy,3180
2025-02-11,Wales,Rain,Heavy,2758
2025-02-12,Wales,Rain,Heavy,4418
2025-02-13,Wales,Rain,Heavy,257
2025-02-14,Wales,Rain,Heavy,4349
2025-02-15,Wales,Clear,Moderate,10000
2025-02-16,Wales,Rain,Moderate,882
2025-02-17,Wales,Storm,Heavy,436
2025-02-18,Wales,Clear,Heavy,10000
2025-02-19,Wales,Rain,Moderate,739
2025-02-20,Wales,Rain,Gridlock,1219
2025-02-21,Wales,Fog,Gridlock,4640
2025-02-22,Wales,Rain,Light,4892
2025-02-23,Wales,Rain,Moderate,3281
2025-02-24,Wales,Rain,Heavy,2241
2025-02-25,Wales,Clear,Gridlock,10000
2025-02-26,Wales,Snow,Moderate,1846
2025-02-27,Wales,Clear,Heavy,10000
2025-02-28,Wales,Rain,Heavy,3613
2025-03-01,Wales,Clear,Light,10000
2025-03-02,Wales,Clear,Moderate,10000
2025-03-03,Wales,Clear,Heavy,10000
2025-03-04,Wales,Fog,Gridlock,3144
2025-03-05,Wales,Storm,Moderate,1639
2025-03-06,Wales,Fog,Gridlock,4698
2025-03-07,Wales,Rain,Heavy,4462
2025-03-08,Wales,Rain,Moderate,3733
2025-03-09,Wales,Rain,Moderate,1553
2025-03-10,Wales,Clear,Moderate,10000
2025-03-11,Wales,Clear,Gridlock,10000
2025-03-12,Wales,Rain,Heavy,2192
2025-03-13,Wales,Rain,Heavy,4152
2025-03-14,Wales,Rain,Gridlock,4687
2025-03-15,Wales,Clear,Light,10000
2025-03-16,Wales,Rain,Moderate,2390
2025-03-17,Wales,Clear,Heavy,10000
2025-03-18,Wales,Rain,Gridlock,4572
2025-03-19,Wales,Storm,Heavy,3643
2025-03-20,Wales,Rain,Gridlock,3198
2025-03-21,Wales,Clear,Gridlock,10000
2025-03-22,Wales,Clear,Moderate,10000
2025-03-23,Wales,Rain,Moderate,591
2025-03-24,Wales,Rain,Heavy,2594
2025-03-25,Wales,Rain,Heavy,1486
2025-03-26,Wales,Clear,Gridlock,10000
2025-03-27,Wales,Clear,Heavy,10000
2025-03-28,Wales,Storm,Heavy,4772
2025-03-29,Wales,Fog,Moderate,4626
2025-03-30,Wales,Clear,Heavy,10000
2025-03-31,Wales,Rain,Heavy,831
2025-04-01,Wales,Rain,Heavy,2436
2025-04-02,Wales,Rain,Heavy,3844
2025-04-03,Wales,Clear,Moderate,10000
2025-04-04,Wales,Clear,Heavy,10000
2025-04-05,Wales,Clear,Moderate,10000
2025-04-06,Wales,Clear,Light,10000
2025-04-07,Wales,Rain,Moderate,3822
2025-04-08,Wales,Storm,Heavy,4164
2025-04-09,Wales,Clear,Moderate,10000
2025-04-10,Wales,Rain,Gridlock,1623
2025-04-11,Wales,Clear,Heavy,10000
2025-04-12,Wales,Storm,Moderate,825
2025-04-13,Wales,Clear,Heavy,10000
2025-04-14,Wales,Clear,Heavy,10000
2025-04-15,Wales,Fog,Heavy,4747
2025-04-16,Wales,Clear,Heavy,10000
2025-04-17,Wales,Clear,Heavy,10000
2025-04-18,Wales,Clear,Heavy,10000
2025-04-19,Wales,Clear,Light,10000
2025-04-20,Wales,Rain,Light,1262
2025-04-21,Wales,Clear,Heavy,10000
2025-04-22,Wales,Clear,Heavy,10000
2025-04-23,Wales,Clear,Heavy,10000
2025-04-24,Wales,Clear,Heavy,10000
2025-04-25,Wales,Clear,Gridlock,10000
2025-04-26,Wales,Fog,Light,576
2025-04-27,Wales,Clear,Moderate,10000
2025-04-28,Wales,Storm,Gridlock,2808
2025-04-29,Wales,Rain,Heavy,3562
2025-04-30,Wales,Rain,Heavy,487
2025-05-01,Wales,Rain,Heavy,609
2025-05-02,Wales,Storm,Heavy,3835
2025-05-03,Wales,Clear,Moderate,10000
2025-05-04,Wales,Fog,Moderate,627
2025-05-05,Wales,Rain,Heavy,2781
2025-05-06,Wales,Clear,Gridlock,10000
2025-05-07,Wales,Rain,Heavy,1470
2025-05-08,Wales,Clear,Heavy,10000
2025-05-09,Wales,Rain,Heavy,4405
2025-05-10,Wales,Rain,Heavy,119
2025-05-11,Wales,Fog,Moderate,530
2025-05-12,Wales,Clear,Moderate,10000
2025-05-13,Wales,Storm,Heavy,2422
2025-05-14,Wales,Clear,Heavy,10000
2025-05-15,Wales,Fog,Heavy,3498
2025-05-16,Wales,Rain,Heavy,1475
2025-05-17,Wales,Rain,Light,1942
2025-05-18,Wales,Rain,Moderate,4590
2025-05-19,Wales,Clear,Heavy,10000
2025-05-20,Wales,Storm,Heavy,923
2025-05-21,Wales,Rain,Gridlock,2173
2025-05-22,Wales,Storm,Heavy,3242
2025-05-23,Wales,Clear,Heavy,10000
2025-05-24,Wales,Clear,Moderate,10000
2025-05-25,Wales,Clear,Moderate,10000
2025-05-26,Wales,Rain,Heavy,3207
2025-05-27,Wales,Rain,Heavy,1791
2025-05-28,Wales,Rain,Heavy,3796
2025-05-29,Wales,Clear,Heavy,10000
2025-05-30,Wales,Fog,Heavy,4071
2025-05-31,Wales,Rain,Light,1749
2025-06-01,Wales,Clear,Moderate,10000
2025-06-02,Wales,Clear,Gridlock,10000
2025-06-03,Wales,Clear,Moderate,10000
2025-06-04,Wales,Clear,Heavy,10000
2025-06-05,Wales,Clear,Gridlock,10000
2025-06-06,Wales,Clear,Heavy,10000
2025-06-07,Wales,Clear,Moderate,10000
