user_id,avg_rpm,smoothness_score,idling_pct,carbon_credits_balance
USR_00734,2747,0.54,0.029,24
USR_00735,2608,0.48,0.138,14
USR_00736,2623,0.68,0.206,95
USR_00737,2703,0.49,0.101,94
USR_00738,2712,0.74,0.037,1
USR_00739,2314,0.52,0.257,79
USR_00740,2599,0.47,0.183,20
USR_00741,2652,0.68,0.212,11
USR_00742,2811,0.83,0.237,32
USR_00743,2864,0.41,0.166,0
USR_00744,2564,0.7,0.294,25
USR_00745,3090,0.4,0.253,61
USR_00746,2799,0.67,0.066,16
USR_00747,2431,0.71,0.084,0
USR_00748,2748,0.63,0.16,68
USR_00749,2373,0.72,0.125,1
USR_00750,2407,0.78,0.111,48
USR_00751,2253,0.69,0.204,7
USR_00752,3135,0.47,0.28,65
USR_00753,2739,0.63,0.158,20
USR_00754,3177,0.45,0.055,36
USR_00755,2660,0.65,0.094,10
USR_00756,3043,0.44,0.154,34
USR_00757,2161,0.83,0.115,82
USR_00758,2677,0.75,0.136,55
USR_00759,2654,0.52,0.2,10
USR_00760,2056,0.63,0.293,75
USR_00761,2612,0.5,0.27,10
USR_00762,2782,0.69,0.158,18
USR_00763,2132,0.66,0.153,1
USR_00764,2316,0.64,0.114,3
USR_00765,2811,0.54,0.164,4
USR_00766,2394,0.61,0.291,42
USR_00767,1957,0.93,0.134,21
USR_00768,3373,0.24,0.086,26
USR_00769,2575,0.65,0.039,91
USR_00770,2595,0.54,0.084,49
USR_00771,2420,0.72,0.091,46
USR_00772,2633,0.64,0.205,10
USR_00773,2127,0.8,0.126,46
USR_00774,3040,0.26,0.114,30
USR_00775,2407,0.78,0.052,11
USR_00776,2324,0.86,0.115,64
USR_00777,2438,0.62,0.036,127
USR_00778,2693,0.59,0.112,94
USR_00779,2616,0.69,0.337,26
USR_00780,2416,0.7,0.022,46
USR_00781,2668,0.47,0.442,124
USR_00782,2101,0.79,0.164,40
USR_00783,2313,0.68,0.179,143
USR_00784,2382,0.83,0.525,18
USR_00785,2048,0.77,0.047,316
USR_00786,2758,0.6,0.158,150
USR_00787,2764,0.36,0.103,41
USR_00788,2278,0.78,0.322,30
USR_00789,3297,0.41,0.032,26
USR_00790,3110,0.36,0.134,21
USR_00791,2458,0.71,0.127,81
USR_00792,2628,0.71,0.146,9
USR_00793,2988,0.29,0.32,6
USR_00794,1966,0.76,0.029,4
USR_00795,2871,0.49,0.119,103
USR_00796,2758,0.74,0.055,53
USR_00797,2485,0.83,0.156,43
USR_00798,2972,0.48,0.073,85
USR_00799,2616,0.8,0.1,5
USR_00800,2556,0.55,0.127,83
USR_00801,2288,0.79,0.081,138
USR_00802,2318,0.79,0.103,18
USR_00803,2210,0.77,0.316,4
USR_00804,2397,0.71,0.174,2
USR_00805,2376,0.73,0.05,36
USR_00806,2400,0.64,0.088,33
USR_00807,2249,0.74,0.602,7
USR_00808,2157,0.65,0.268,25
USR_00809,2347,0.78,0.331,10
USR_00810,2289,0.9,0.105,12
USR_00811,2584,0.73,0.029,47
USR_00812,2429,0.76,0.084,77
USR_00813,2859,0.56,0.039,30
USR_00814,2154,0.84,0.122,26
USR_00815,2365,0.9,0.154,263
USR_00816,2419,0.75,0.418,18
USR_00817,2416,0.48,0.52,12
USR_00818,2558,0.71,0.069,23
USR_00819,2127,0.9,0.071,13
USR_00820,2647,0.63,0.399,148
USR_00821,2561,0.6,0.035,25
USR_00822,2448,0.38,0.192,184
USR_00823,2734,0.6,0.32,8
USR_00824,2725,0.46,0.096,35
USR_00825,2162,0.76,0.19,4
USR_00826,2537,0.58,0.154,20
USR_00827,2861,0.6,0.05,55
USR_00828,1989,0.67,0.334,20
USR_00829,2679,0.61,0.402,17
USR_00830,2253,0.68,0.172,130
USR_00831,2499,0.67,0.089,35
USR_00832,2328,0.7,0.308,53
USR_00833,2811,0.71,0.021,113
USR_00834,2433,0.69,0.193,60
USR_00835,2185,0.77,0.299,26
USR_00836,2479,0.54,0.381,0
USR_00837,2479,0.7,0.29,153
USR_00838,2397,0.77,0.332,109
USR_00839,2500,0.7,0.107,20
USR_00840,2792,0.55,0.206,114
USR_00841,2224,0.89,0.141,0
USR_00842,2564,0.59,0.142,63
USR_00843,2668,0.7,0.114,72
USR_00844,2364,0.7,0.17,10
USR_00845,2872,0.56,0.204,51
USR_00846,2285,0.62,0.28,44
USR_00847,2688,0.57,0.062,26
USR_00848,2313,0.69,0.13,34
USR_00849,2958,0.55,0.187,13
USR_00850,2297,0.75,0.042,42
USR_00851,2643,0.57,0.294,55
USR_00852,2408,0.59,0.179,127
USR_00853,2594,0.53,0.202,14
USR_00854,2647,0.75,0.079,93
USR_00855,2872,0.49,0.106,20
USR_00856,2386,0.63,0.161,63
USR_00857,2467,0.76,0.145,103
USR_00858,2579,0.73,0.129,5
USR_00859,2597,0.65,0.064,62
USR_00860,2303,0.57,0.142,125
USR_00861,2918,0.47,0.161,75
USR_00862,2456,0.76,0.166,13
USR_00863,2390,0.76,0.22,16
USR_00864,3134,0.48,0.243,12
USR_00865,2322,0.73,0.07,130
USR_00866,2596,0.63,0.214,3
USR_00867,2338,0.67,0.054,51
USR_00868,2306,0.61,0.105,10
USR_00869,2390,0.71,0.163,2
USR_00870,1984,0.82,0.018,71
USR_00871,2774,0.3,0.199,22
USR_00872,2479,0.78,0.164,73
USR_00873,2538,0.78,0.205,53
USR_00874,2489,0.63,0.144,99
USR_00875,2724,0.47,0.189,54
USR_00876,2468,0.64,0.181,39
USR_00877,2420,0.68,0.06,49
USR_00878,2389,0.83,0.099,34
USR_00879,2669,0.44,0.145,51
USR_00880,3059,0.44,0.247,60
USR_00881,2741,0.54,0.144,32
USR_00882,2360,0.53,0.02,25
USR_00883,2392,0.65,0.064,6
USR_00884,2246,0.85,0.058,39
USR_00885,2317,0.72,0.074,18
USR_00886,2310,0.55,0.245,125
USR_00887,2784,0.6,0.103,26
USR_00888,2775,0.45,0.33,40
USR_00889,2298,0.63,0.179,85
USR_00890,2440,0.57,0.258,22
USR_00891,2506,0.64,0.204,92
USR_00892,2584,0.59,0.087,100
USR_00893,2504,0.63,0.068,49
USR_00894,3005,0.6,0.147,134
USR_00895,2209,0.8,0.077,1
USR_00896,2427,0.7,0.248,56
USR_00897,2584,0.48,0.074,60
USR_00898,2678,0.68,0.118,114
USR_00899,2398,0.79,0.073,23
USR_00900,2159,0.89,0.177,47
USR_00901,1934,0.79,0.161,140
USR_00902,2775,0.55,0.255,3
USR_00903,2744,0.7,0.401,10
USR_00904,2225,0.78,0.167,31
USR_00905,2552,0.71,0.235,73
USR_00906,2168,0.83,0.058,58
USR_00907,2901,0.66,0.19,37
USR_00908,2852,0.57,0.195,52
USR_00909,2331,0.85,0.125,45
USR_00910,2154,0.74,0.126,124
USR_00911,2529,0.63,0.012,145
USR_00912,2774,0.62,0.261,83
USR_00913,2913,0.42,0.092,37
USR_00914,2603,0.65,0.279,29
USR_00915,2876,0.62,0.33,363
USR_00916,2811,0.72,0.379,14
USR_00917,2641,0.51,0.046,154
USR_00918,2921,0.45,0.241,13
USR_00919,2915,0.57,0.261,40
USR_00920,2832,0.47,0.22,14
USR_00921,2399,0.56,0.116,41
USR_00922,2386,0.69,0.11,15
USR_00923,2225,0.68,0.086,58
USR_00924,2789,0.75,0.186,12
USR_00925,2264,0.76,0.392,12
USR_00926,2195,0.61,0.038,247
USR_00927,2492,0.82,0.287,52
USR_00928,2260,0.86,0.276,201
USR_00929,2447,0.52,0.241,23
USR_00930,2916,0.51,0.205,19
USR_00931,2107,0.81,0.371,22
USR_00932,2963,0.49,0.041,39
USR_00933,2419,0.52,0.223,41
USR_00934,2310,0.47,0.086,1
USR_00935,2838,0.48,0.237,12
USR_00936,2515,0.85,0.456,10
USR_00937,2588,0.54,0.199,28
USR_00938,2339,0.75,0.04,2
USR_00939,2598,0.7,0.091,133
USR_00940,2053,0.74,0.295,5
USR_00941,2502,0.76,0.072,4
USR_00942,2593,0.61,0.166,22
USR_00943,2340,0.87,0.046,16
USR_00944,2900,0.54,0.244,118
USR_00945,2506,0.86,0.117,247
USR_00946,2417,0.76,0.127,59
USR_00947,2645,0.61,0.155,30
USR_00948,2601,0.75,0.196,17
USR_00949,2191,0.85,0.147,55
USR_00950,2176,0.86,0.257,63
USR_00951,2629,0.66,0.124,33
USR_00952,2462,0.59,0.106,92
USR_00953,3170,0.39,0.077,33
USR_00954,2735,0.35,0.136,24
USR_00955,2595,0.59,0.166,24
USR_00956,2117,0.81,0.033,16
USR_00957,2346,0.71,0.559,38
USR_00958,2795,0.41,0.165,22
USR_00959,2471,0.76,0.262,18
USR_00960,2652,0.67,0.355,84
USR_00961,2853,0.54,0.141,164
USR_00962,2698,0.85,0.429,55
USR_00963,2862,0.59,0.451,9
USR_00964,2822,0.48,0.155,14
USR_00965,2232,0.69,0.097,323
USR_00966,2583,0.58,0.177,92
USR_00967,2579,0.83,0.151,11
USR_00968,2748,0.54,0.159,50
USR_00969,2744,0.55,0.059,41
USR_00970,2248,0.83,0.19,114
USR_00971,2651,0.66,0.192,17
USR_00972,2304,0.76,0.097,2
USR_00973,2215,0.73,0.258,1
USR_00974,2809,0.49,0.259,21
USR_00975,2882,0.47,0.134,38
USR_00976,2710,0.44,0.284,32
USR_00977,2051,0.72,0.075,74
USR_00978,2843,0.53,0.291,42
USR_00979,2766,0.48,0.035,22
USR_00980,2372,0.74,0.153,105
USR_00981,2181,0.65,0.216,143
USR_00982,2387,0.64,0.378,7
USR_00983,2427,0.7,0.047,52
USR_00984,2209,0.65,0.124,52
USR_00985,3256,0.35,0.209,18
USR_00986,2285,0.68,0.032,67
USR_00987,2735,0.66,0.12,12
USR_00988,2390,0.66,0.221,49
USR_00989,2459,0.65,0.231,190
USR_00990,2464,0.75,0.23,33
USR_00991,2208,0.72,0.127,21
USR_00992,2587,0.8,0.045,114
USR_00993,2170,0.85,0.095,8
USR_00994,2642,0.55,0.185,0
USR_00995,2554,0.4,0.292,66
USR_00996,2198,0.91,0.091,130
USR_00997,2680,0.75,0.304,67
USR_00998,2417,0.58,0.142,46
USR_00999,2053,0.75,0.105,40
USR_01000,2226,0.68,0.042,40
USR_01001,1901,0.79,0.135,40
USR_01002,2497,0.73,0.234,264
USR_01003,2973,0.58,0.112,11
USR_01004,2865,0.65,0.098,52
USR_01005,2120,0.7,0.254,1
USR_01006,2576,0.65,0.275,1
USR_01007,2873,0.61,0.127,2
USR_01008,2488,0.7,0.172,80
USR_01009,2343,0.74,0.245,33
USR_01010,3220,0.33,0.198,27
USR_01011,2380,0.64,0.242,52
USR_01012,2102,0.77,0.258,43
USR_01013,2167,0.81,0.239,71
USR_01014,3003,0.38,0.207,23
USR_01015,2433,0.72,0.25,48
USR_01016,2691,0.59,0.189,71
USR_01017,2549,0.77,0.151,23
USR_01018,2795,0.56,0.119,65
USR_01019,2670,0.5,0.358,14
USR_01020,2645,0.62,0.167,29
USR_01021,2696,0.69,0.164,16
USR_01022,2541,0.77,0.187,8
USR_01023,2565,0.62,0.064,4
USR_01024,2950,0.44,0.137,25
USR_01025,2390,0.71,0.138,145
USR_01026,2512,0.76,0.088,70
USR_01027,2147,0.77,0.366,34
USR_01028,2121,0.78,0.044,10
USR_01029,2809,0.46,0.147,16
USR_01030,2203,0.61,0.171,139
USR_01031,2233,0.77,0.019,15
USR_01032,2561,0.46,0.046,17
USR_01033,1950,0.83,0.137,106
USR_01034,2432,0.4,0.218,311
USR_01035,2772,0.56,0.107,78
USR_01036,2555,0.57,0.147,36
USR_01037,2564,0.49,0.175,11
USR_01038,2677,0.74,0.09,72
USR_01039,2510,0.65,0.123,82
USR_01040,3162,0.26,0.078,0
USR_01041,2986,0.39,0.024,33
USR_01042,1960,0.93,0.44,107
USR_01043,2902,0.45,0.115,55
USR_01044,2398,0.59,0.351,53
USR_01045,2384,0.74,0.201,21
USR_01046,2588,0.73,0.061,84
USR_01047,2661,0.56,0.113,74
USR_01048,2564,0.66,0.136,19
USR_01049,2940,0.42,0.255,52
USR_01050,2326,0.71,0.105,12
USR_01051,2663,0.57,0.199,27
USR_01052,2604,0.8,0.07,28
USR_01053,2429,0.83,0.046,67
USR_01054,2844,0.6,0.118,17
USR_01055,2205,0.85,0.182,2
USR_01056,2588,0.7,0.12,9
USR_01057,2610,0.37,0.236,17
USR_01058,2708,0.67,0.071,34
USR_01059,2553,0.6,0.179,153
USR_01060,2691,0.47,0.104,30
USR_01061,2734,0.82,0.08,36
USR_01062,2127,0.79,0.227,153
USR_01063,2449,0.69,0.197,10
USR_01064,2318,0.75,0.108,1
USR_01065,2342,0.66,0.105,9
USR_01066,2831,0.55,0.356,15
USR_01067,2561,0.49,0.225,196
USR_01068,2726,0.48,0.068,8
USR_01069,2786,0.43,0.221,26
USR_01070,3168,0.43,0.189,43
USR_01071,2301,0.82,0.214,20
USR_01072,2639,0.49,0.075,10
USR_01073,2706,0.7,0.025,5
USR_01074,2693,0.49,0.097,127
USR_01075,2620,0.44,0.264,13
USR_01076,2839,0.62,0.135,11
USR_01077,3055,0.17,0.097,7
USR_01078,2398,0.63,0.216,90
USR_01079,2681,0.54,0.012,81
USR_01080,2697,0.58,0.114,147
USR_01081,2082,0.75,0.216,37
USR_01082,2684,0.83,0.114,49
USR_01083,2647,0.48,0.25,9
USR_01084,2826,0.66,0.369,11
USR_01085,2108,0.79,0.117,49
USR_01086,2734,0.51,0.293,36
USR_01087,2272,0.87,0.132,15
USR_01088,2728,0.61,0.116,13
USR_01089,2704,0.66,0.135,71
USR_01090,2657,0.66,0.154,15
USR_01091,2978,0.64,0.071,14
USR_01092,2767,0.58,0.292,50
USR_01093,2625,0.65,0.065,18
USR_01094,2270,0.61,0.16,49
USR_01095,2764,0.7,0.11,12
USR_01096,2087,0.84,0.305,7
USR_01097,2252,0.66,0.285,30
USR_01098,2354,0.51,0.17,10
USR_01099,2705,0.62,0.132,9
USR_01100,2591,0.42,0.221,16
USR_01101,2412,0.62,0.249,3
USR_01102,2163,0.79,0.235,185
USR_01103,2214,0.76,0.309,42
USR_01104,2737,0.64,0.231,61
USR_01105,2242,0.72,0.049,16
USR_01106,2663,0.7,0.246,52
USR_01107,2595,0.62,0.03,31
USR_01108,2396,0.8,0.121,45
USR_01109,2268,0.74,0.13,36
USR_01110,2347,0.8,0.121,97
USR_01111,2280,0.86,0.213,39
USR_01112,2213,0.72,0.089,29
USR_01113,2458,0.77,0.052,7
USR_01114,2633,0.6,0.047,52
USR_01115,2601,0.8,0.118,56
USR_01116,2573,0.85,0.271,108
USR_01117,2920,0.59,0.099,61
USR_01118,2440,0.79,0.225,16
USR_01119,2382,0.8,0.15,29
USR_01120,3064,0.4,0.072,5
USR_01121,2271,0.69,0.126,30
USR_01122,2554,0.63,0.183,52
USR_01123,2254,0.73,0.124,15
USR_01124,2010,0.77,0.06,53
USR_01125,2646,0.69,0.061,12
USR_01126,2327,0.69,0.046,80
USR_01127,2374,0.78,0.063,28
USR_01128,2301,0.82,0.075,45
USR_01129,2264,0.75,0.124,112
USR_01130,2718,0.58,0.17,39
USR_01131,2294,0.84,0.352,156
USR_01132,1993,0.74,0.163,56
USR_01133,2755,0.61,0.163,55
USR_01134,2936,0.25,0.052,2
USR_01135,2740,0.66,0.456,19
USR_01136,2732,0.51,0.104,82
USR_01137,2287,0.75,0.084,113
USR_01138,2738,0.62,0.082,70
USR_01139,2831,0.52,0.062,122
USR_01140,2251,0.85,0.09,18
USR_01141,2739,0.47,0.314,8
USR_01142,2183,0.91,0.311,171
USR_01143,2774,0.51,0.429,71
USR_01144,2143,0.88,0.059,178
USR_01145,2166,0.76,0.164,6
USR_01146,2144,0.81,0.106,24
USR_01147,2621,0.56,0.074,77
USR_01148,2490,0.71,0.208,0
USR_01149,2416,0.59,0.089,5
USR_01150,2791,0.65,0.021,104
USR_01151,2235,0.8,0.089,8
USR_01152,2699,0.59,0.465,24
USR_01153,2660,0.49,0.013,26
USR_01154,2353,0.7,0.255,83
USR_01155,2538,0.72,0.34,71
USR_01156,2204,0.67,0.114,15
USR_01157,2345,0.62,0.092,128
USR_01158,2498,0.42,0.177,89
USR_01159,2413,0.67,0.155,61
USR_01160,2530,0.48,0.346,28
USR_01161,2538,0.66,0.084,21
USR_01162,2577,0.5,0.035,1
USR_01163,2514,0.68,0.359,76
USR_01164,2454,0.7,0.111,26
USR_01165,2628,0.6,0.067,13
USR_01166,2547,0.54,0.015,32
USR_01167,2440,0.61,0.134,14
USR_01168,2370,0.73,0.033,79
USR_01169,2313,0.8,0.156,74
USR_01170,1989,0.83,0.077,218
USR_01171,2362,0.83,0.106,8
USR_01172,2460,0.46,0.071,24
USR_01173,2795,0.45,0.087,32
USR_01174,2968,0.45,0.138,54
USR_01175,2077,0.81,0.313,14
USR_01176,3022,0.33,0.321,13
USR_01177,2750,0.57,0.096,3
USR_01178,2511,0.83,0.368,10
USR_01179,3023,0.5,0.184,20
USR_01180,2859,0.41,0.111,10
USR_01181,3175,0.28,0.116,139
USR_01182,3144,0.52,0.271,21
USR_01183,2880,0.55,0.14,19
USR_01184,2493,0.75,0.246,97
USR_01185,2421,0.55,0.06,39
USR_01186,2321,0.65,0.23,237
USR_01187,2326,0.74,0.278,81
USR_01188,2479,0.66,0.133,16
USR_01189,2662,0.85,0.123,10
USR_01190,3066,0.48,0.14,20
USR_01191,2585,0.53,0.173,11
USR_01192,2393,0.8,0.158,70
USR_01193,2648,0.4,0.121,101
USR_01194,2822,0.68,0.315,4
USR_01195,2569,0.74,0.205,5
USR_01196,2654,0.77,0.039,110
USR_01197,2198,0.89,0.054,42
USR_01198,2654,0.69,0.247,116
USR_01199,2781,0.56,0.214,5
USR_01200,2721,0.43,0.127,155
USR_01201,3222,0.45,0.216,26
USR_01202,2742,0.38,0.178,16
USR_01203,2078,0.83,0.047,6
USR_01204,3056,0.52,0.073,67
USR_01205,2294,0.7,0.014,21
USR_01206,2075,0.76,0.013,17
USR_01207,2388,0.8,0.154,122
USR_01208,2057,0.79,0.202,1
USR_01209,2554,0.74,0.194,20
USR_01210,2760,0.53,0.21,53
USR_01211,2839,0.73,0.252,0
USR_01212,2501,0.69,0.088,5
USR_01213,2629,0.58,0.201,36
USR_01214,2562,0.6,0.1,17
USR_01215,3005,0.52,0.165,48
USR_01216,2219,0.84,0.022,3
USR_01217,2479,0.9,0.15,59
USR_01218,2300,0.85,0.093,34
USR_01219,2223,0.79,0.058,0
USR_01220,2304,0.76,0.294,10
USR_01221,2387,0.75,0.108,52
USR_01222,2698,0.62,0.293,14
USR_01223,2255,0.84,0.132,203
USR_01224,2027,0.82,0.226,25
USR_01225,2733,0.72,0.161,147
USR_01226,2507,0.72,0.004,36
USR_01227,2149,0.77,0.301,0
USR_01228,2096,0.8,0.161,54
USR_01229,3049,0.47,0.093,24
USR_01230,2618,0.66,0.298,49
USR_01231,1924,0.81,0.269,101
USR_01232,2604,0.55,0.302,20
USR_01233,2726,0.52,0.167,51
USR_01234,2372,0.83,0.217,75
USR_01235,3114,0.45,0.075,22
USR_01236,2469,0.77,0.11,27
USR_01237,2517,0.79,0.114,38
USR_01238,2412,0.7,0.216,52
USR_01239,2798,0.48,0.116,113
USR_01240,2505,0.77,0.137,176
USR_01241,2531,0.61,0.057,53
USR_01242,2708,0.6,0.298,11
USR_01243,2323,0.74,0.088,2
USR_01244,2811,0.64,0.1,62
USR_01245,2291,0.77,0.133,14
USR_01246,2987,0.51,0.249,5
USR_01247,2708,0.45,0.029,14
USR_01248,2412,0.77,0.114,88
USR_01249,2262,0.82,0.247,5
USR_01250,2356,0.7,0.048,17
USR_01251,2858,0.58,0.209,4
USR_01252,2321,0.6,0.234,12
USR_01253,3131,0.6,0.06,8
USR_01254,2960,0.55,0.181,5
USR_01255,2744,0.43,0.09,114
USR_01256,2028,0.85,0.029,8
USR_01257,2235,0.69,0.115,56
USR_01258,2652,0.42,0.102,1
USR_01259,2267,0.68,0.221,75
USR_01260,2247,0.78,0.121,17
USR_01261,2237,0.77,0.218,19
USR_01262,2348,0.64,0.038,18
USR_01263,2323,0.56,0.055,50
USR_01264,2543,0.55,0.057,37
USR_01265,2341,0.72,0.318,84
USR_01266,2318,0.83,0.077,27
USR_01267,2741,0.44,0.005,4
USR_01268,2256,0.82,0.107,80
USR_01269,2643,0.62,0.112,13
USR_01270,2358,0.59,0.233,16
USR_01271,2670,0.52,0.049,167
USR_01272,2462,0.42,0.079,95
USR_01273,2111,0.65,0.529,13
USR_01274,2084,0.85,0.308,14
USR_01275,2884,0.36,0.36,68
USR_01276,2309,0.69,0.045,27
USR_01277,2500,0.77,0.34,107
USR_01278,2483,0.85,0.233,13
USR_01279,2468,0.71,0.223,69
USR_01280,2626,0.54,0.002,57
USR_01281,2377,0.79,0.149,18
USR_01282,2668,0.69,0.281,20
USR_01283,2121,0.72,0.047,19
USR_01284,2503,0.64,0.071,35
USR_01285,2620,0.7,0.012,144
USR_01286,2587,0.6,0.045,91
USR_01287,2340,0.77,0.198,9
USR_01288,2076,0.81,0.105,64
USR_01289,2232,0.77,0.378,85
USR_01290,2289,0.83,0.135,128
USR_01291,1918,0.75,0.036,41
USR_01292,2542,0.77,0.476,34
USR_01293,2597,0.84,0.105,0
USR_01294,2629,0.72,0.108,54
USR_01295,3065,0.51,0.121,25
USR_01296,2364,0.72,0.094,42
USR_01297,2831,0.47,0.131,20
USR_01298,2409,0.8,0.04,75
USR_01299,2314,0.87,0.232,40
USR_01300,2142,0.7,0.175,61
USR_01301,2924,0.61,0.091,0
USR_01302,2279,0.62,0.069,24
USR_01303,2652,0.67,0.13,128
USR_01304,3148,0.5,0.024,20
USR_01305,2643,0.64,0.194,24
USR_01306,2722,0.59,0.22,184
USR_01307,2071,0.87,0.115,1
USR_01308,2016,0.82,0.204,36
USR_01309,2384,0.74,0.151,16
USR_01310,2385,0.8,0.183,50
USR_01311,2636,0.45,0.077,56
USR_01312,2461,0.8,0.038,12
USR_01313,2122,0.79,0.339,15
USR_01314,2384,0.86,0.033,75
USR_01315,3016,0.39,0.095,2
USR_01316,2896,0.86,0.234,44
USR_01317,2215,0.78,0.017,55
USR_01318,2536,0.74,0.084,59
USR_01319,2180,0.81,0.119,109
USR_01320,2980,0.61,0.456,16
USR_01321,2680,0.81,0.048,69
USR_01322,1957,0.77,0.109,70
USR_01323,2471,0.61,0.142,51
USR_01324,2529,0.69,0.037,116
USR_01325,2594,0.57,0.09,21
USR_01326,2894,0.61,0.226,100
USR_01327,2903,0.47,0.02,1
USR_01328,2213,0.88,0.079,3
USR_01329,2247,0.62,0.131,74
USR_01330,2677,0.49,0.149,33
USR_01331,2359,0.72,0.031,5
USR_01332,2950,0.7,0.134,59
USR_01333,2554,0.69,0.078,3
USR_01334,2029,0.9,0.254,25
USR_01335,2772,0.6,0.313,16
USR_01336,2314,0.78,0.257,44
USR_01337,2712,0.62,0.116,50
USR_01338,2753,0.68,0.106,38
USR_01339,2694,0.71,0.201,7
USR_01340,2646,0.68,0.121,105
USR_01341,2859,0.53,0.19,71
USR_01342,3021,0.6,0.067,33
USR_01343,3070,0.39,0.061,57
USR_01344,2864,0.33,0.054,32
USR_01345,2264,0.7,0.112,14
USR_01346,2428,0.82,0.101,13
USR_01347,2516,0.83,0.273,73
USR_01348,2303,0.82,0.102,161
USR_01349,2401,0.78,0.011,107
USR_01350,2192,0.73,0.083,7
USR_01351,2297,0.86,0.227,11
USR_01352,2269,0.77,0.249,9
USR_01353,2599,0.55,0.191,42
USR_01354,2455,0.63,0.195,3
USR_01355,2243,0.68,0.166,134
USR_01356,2296,0.7,0.214,24
USR_01357,2667,0.74,0.165,46
USR_01358,2632,0.65,0.21,103
USR_01359,2551,0.65,0.113,17
USR_01360,2669,0.74,0.054,31
USR_01361,2749,0.63,0.121,22
USR_01362,2406,0.76,0.276,50
USR_01363,2609,0.66,0.065,1
USR_01364,2211,0.63,0.098,35
USR_01365,2225,0.8,0.092,142
USR_01366,2608,0.63,0.326,21
USR_01367,2490,0.63,0.141,48
USR_01368,3082,0.26,0.212,68
USR_01369,2607,0.61,0.099,56
USR_01370,3438,0.5,0.066,19
USR_01371,2207,0.74,0.071,61
USR_01372,2587,0.7,0.079,91
USR_01373,1986,0.71,0.123,77
USR_01374,2588,0.66,0.164,5
USR_01375,2668,0.75,0.134,22
USR_01376,2706,0.42,0.216,25
USR_01377,2188,0.85,0.042,32
USR_01378,3272,0.41,0.034,12
USR_01379,2401,0.84,0.14,65
USR_01380,2668,0.55,0.035,47
USR_01381,2407,0.72,0.148,65
USR_01382,1931,0.81,0.109,0
USR_01383,2506,0.47,0.033,116
USR_01384,2746,0.58,0.273,118
USR_01385,2574,0.6,0.278,219
USR_01386,2603,0.8,0.11,51
USR_01387,2276,0.73,0.108,53
USR_01388,2111,0.87,0.064,52
USR_01389,2609,0.47,0.192,148
USR_01390,2635,0.46,0.27,51
USR_01391,2651,0.64,0.209,57
USR_01392,2247,0.78,0.203,11
USR_01393,2321,0.65,0.484,0
USR_01394,2733,0.51,0.419,6
USR_01395,2532,0.85,0.093,19
USR_01396,2963,0.53,0.117,6
USR_01397,2696,0.6,0.276,6
USR_01398,2196,0.65,0.116,56
USR_01399,2434,0.44,0.206,180
USR_01400,2346,0.69,0.132,13
USR_01401,2399,0.64,0.254,85
USR_01402,2273,0.78,0.188,99
USR_01403,2153,0.81,0.373,33
USR_01404,2524,0.39,0.227,42
USR_01405,2541,0.53,0.042,24
USR_01406,2649,0.66,0.068,38
USR_01407,2393,0.75,0.083,97
USR_01408,2366,0.69,0.044,21
USR_01409,2821,0.52,0.212,42
USR_01410,2323,0.63,0.088,113
USR_01411,2423,0.59,0.028,259
USR_01412,2395,0.78,0.218,217
USR_01413,2401,0.64,0.136,23
USR_01414,2561,0.59,0.282,79
USR_01415,2634,0.74,0.193,221
USR_01416,2938,0.41,0.057,58
USR_01417,2136,0.72,0.386,66
USR_01418,2608,0.83,0.099,45
USR_01419,2042,0.69,0.166,21
USR_01420,2300,0.77,0.196,153
USR_01421,2339,0.65,0.133,5
USR_01422,2998,0.54,0.164,24
USR_01423,2587,0.52,0.192,32
USR_01424,2871,0.42,0.05,13
USR_01425,2282,0.66,0.059,17
USR_01426,2093,0.86,0.358,4
USR_01427,2095,0.85,0.039,46
USR_01428,2414,0.85,0.111,90
USR_01429,2292,0.69,0.079,65
USR_01430,2044,0.81,0.196,5
USR_01431,2638,0.57,0.176,68
USR_01432,2761,0.67,0.181,74
USR_01433,3117,0.27,0.24,115
USR_01434,2165,0.69,0.087,30
USR_01435,2197,0.8,0.122,22
USR_01436,2839,0.26,0.256,17
USR_01437,2514,0.59,0.166,24
USR_01438,2601,0.73,0.067,8
USR_01439,2703,0.56,0.11,18
USR_01440,2900,0.28,0.238,7
USR_01441,2598,0.77,0.273,42
USR_01442,1766,0.91,0.147,108
USR_01443,2188,0.58,0.197,16
USR_01444,3358,0.34,0.258,4
USR_01445,2304,0.77,0.251,30
USR_01446,2556,0.57,0.412,113
USR_01447,2343,0.66,0.05,43
USR_01448,2739,0.58,0.271,203
USR_01449,3007,0.6,0.384,25
USR_01450,2675,0.75,0.31,20
USR_01451,2251,0.61,0.131,87
USR_01452,2024,0.84,0.159,21
USR_01453,2588,0.63,0.229,173
USR_01454,2355,0.76,0.059,18
USR_01455,2634,0.48,0.263,6
USR_01456,2596,0.51,0.057,46
USR_01457,2743,0.64,0.067,13
USR_01458,1895,0.71,0.331,48
USR_01459,2428,0.68,0.196,22
USR_01460,2217,0.62,0.173,81
USR_01461,2627,0.59,0.131,11
USR_01462,2141,0.65,0.404,97
USR_01463,2235,0.77,0.114,42
USR_01464,2982,0.47,0.072,54
USR_01465,2315,0.76,0.217,21
USR_01466,2563,0.85,0.495,70
USR_01467,2517,0.61,0.055,2
USR_01468,2363,0.69,0.355,7
